2677,11,Voluntary non-profit - Other,0.762
4866,10,Critical Access Hospitals,0.762
3048,13,Surgical Infection Prevention,0.762
8296,5,SANTA MONICA,0.762
6429,11,Government - Local,0.762
7175,10,Acute Care Hospitals,0.762
9906,13,Heart Attack,0.762
8869,13,Surgical Infection Prevention,0.762
1974,10,Acute Care Hospitals,0.761
7602,6,CA,0.761
3294,10,Acute Care Hospitals,0.761
7615,5,UPLAND,0.761
3186,11,Voluntary non-profit - Other,0.761
3444,6,AZ,0.761
8797,16,100%,0.761
3784,5,SAN CARLOS,0.761
1927,12,No,0.761
5406,7,72301,0.761
5405,7,72301,0.761
8171,6,CA,0.761
9448,5,NORWALK,0.761
9440,10,Acute Care Hospitals,0.761
3854,13,Pneumonia,0.761
9600,5,POMONA,0.761
7230,6,CA,0.76
4411,10,Acute Care Hospitals,0.76
8110,7,92503,0.76
7529,11,Government - Federal,0.76
3200,13,Surgical Infection Prevention,0.76
3856,7,86503,0.76
4796,13,Surgical Infection Prevention,0.76
8532,10,Acute Care Hospitals,0.76
40,11,Government - Hospital District or Authority,0.76
3112,12,Yes,0.76
5308,12,Yes,0.76
9887,13,Pneumonia,0.76
8830,5,LOS ANGELES,0.76
4265,10,Acute Care Hospitals,0.76
288,10,Acute Care Hospitals,0.76
7257,15,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,0.76
8362,6,CA,0.76
4102,10,Acute Care Hospitals,0.76
3936,6,AZ,0.759
3659,5,SAFFORD,0.759
6475,5,ARKADELPHIA,0.759
233,12,Yes,0.759
8860,7,95945,0.759
2522,6,LA,0.759
1743,16,100%,0.759
691,13,Surgical Infection Prevention,0.759
6909,10,Acute Care Hospitals,0.759
831,10,Acute Care Hospitals,0.759
4035,5,GLENDALE,0.759
9522,6,CA,0.759
516,11,Voluntary non-profit - Private,0.759
7793,15,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0.759
4274,7,85755,0.759
6229,15,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,0.759
8496,12,Yes,0.759
9117,5,TURLOCK,0.759
8271,11,Proprietary,0.758
7552,12,Yes,0.758
1396,10,Acute Care Hospitals,0.758
3878,11,Proprietary,0.758
8403,13,Surgical Infection Prevention,0.758
6538,10,Critical Access Hospitals,0.758
2989,12,Yes,0.758
9103,7,95382,0.758
6403,17,0 patients,0.758
7109,10,Acute Care Hospitals,0.758
3599,12,Yes,0.758
398,17,0 patients,0.758
1821,5,MOBILE,0.758
3552,12,Yes,0.758
2942,12,Yes,0.758
4593,7,85390,0.758
5811,12,Yes,0.758
2247,12,Yes,0.758
7265,12,Yes,0.758
9115,5,TURLOCK,0.758
5604,10,Acute Care Hospitals,0.758
8274,11,Proprietary,0.757
3707,10,Acute Care Hospitals,0.757
7874,6,CA,0.757
4877,16,100%,0.757
4718,11,Government - Federal,0.757
2361,5,RUSSELLVILLE,0.757
3400,5,PAYSON,0.757
6087,10,Acute Care Hospitals,0.757
7501,12,No,0.757
5774,7,72015,0.757
8835,11,Voluntary non-profit - Other,0.757
5579,11,Voluntary non-profit - Other,0.757
8480,5,GLENDALE,0.757
2011,12,Yes,0.757
4558,5,PRESCOTT,0.757
6538,4,#4 HOSPITAL DRIVE,0.757
4558,4,1003 WILLOW CREEK ROAD,0.757
4603,11,Government - Hospital District or Authority,0.757
6499,11,Voluntary non-profit - Private,0.757
3139,12,Yes,0.757
8378,11,Voluntary non-profit - Other,0.757
1371,16,100%,0.757
6549,5,DUMAS,0.757
8761,12,Yes,0.757
691,12,Yes,0.757
6770,10,Acute Care Hospitals,0.757
8087,5,VALLEJO,0.757
686,10,Acute Care Hospitals,0.757
3917,5,MESA,0.757
8265,5,LOS ANGELES,0.757
8718,13,Surgical Infection Prevention,0.757
3023,10,Acute Care Hospitals,0.756
1922,10,Acute Care Hospitals,0.756
3804,13,Pneumonia,0.756
3586,5,TUCSON,0.756
5706,10,Acute Care Hospitals,0.756
4796,11,Voluntary non-profit - Other,0.756
5946,7,72401,0.756
771,12,Yes,0.756
7948,7,90255,0.756
6555,5,DUMAS,0.756
4816,12,No,0.756
9185,16,100%,0.756
5947,7,72401,0.756
8087,10,Acute Care Hospitals,0.756
61,11,Government - Hospital District or Authority,0.756
6774,12,Yes,0.756
8532,5,VAN NUYS,0.756
1434,10,Acute Care Hospitals,0.756
6841,6,CA,0.756
9656,7,92118,0.756
69,11,Government - Hospital District or Authority,0.756
3398,10,Acute Care Hospitals,0.756
4826,7,85501,0.756
9916,16,100%,0.756
9257,10,Acute Care Hospitals,0.756
890,5,FAYETTE,0.756
4816,11,Voluntary non-profit - Private,0.756
7432,6,CA,0.756
8559,12,Yes,0.756
9968,13,Surgical Infection Prevention,0.756
648,17,0 patients,0.756
4919,13,Pneumonia,0.756
9022,12,Yes,0.755
6514,10,Critical Access Hospitals,0.755
1493,10,Acute Care Hospitals,0.755
5616,7,72160,0.755
9232,11,Voluntary non-profit - Other,0.755
4258,7,85225,0.755
8378,6,CA,0.755
9642,6,CA,0.755
7863,12,No,0.755
7126,12,Yes,0.755
7126,11,Voluntary non-profit - Private,0.755
4008,5,SUN CITY WEST,0.755
7247,10,Acute Care Hospitals,0.755
2477,11,Government Federal,0.755
4989,10,Acute Care Hospitals,0.755
4960,10,Acute Care Hospitals,0.755
6499,12,Yes,0.755
9918,10,Acute Care - VA Medical Center,0.755
2817,16,100%,0.755
6249,7,72476,0.755
9937,6,CA,0.755
8171,10,Acute Care Hospitals,0.755
9227,10,Acute Care Hospitals,0.755
2105,10,Acute Care Hospitals,0.755
5933,7,72205,0.755
2372,5,RUSSELLVILLE,0.755
4877,7,85016,0.755
36,10,Acute Care Hospitals,0.755
4981,11,Voluntary non-profit - Church,0.754
4672,13,Surgical Infection Prevention,0.754
638,11,Government - Hospital District or Authority,0.754
5981,9,8702621200,0.754
6025,6,AR,0.754
4377,11,Voluntary non-profit - Church,0.754
887,5,FAYETTE,0.754
9334,6,CA,0.754
8219,13,Pneumonia,0.754
3300,11,Government - Local,0.754
9050,11,Government - State,0.754
5023,13,Surgical Infection Prevention,0.754
9192,11,Voluntary non-profit - Church,0.754
9132,6,CA,0.754
2815,13,Surgical Infection Prevention,0.754
1300,7,36251,0.754
7595,5,VALLEJO,0.754
3901,16,100%,0.754
9329,11,Voluntary non-profit - Private,0.754
8876,11,Voluntary non-profit - Private,0.754
1545,12,Yes,0.754
9979,7,94578,0.754
2814,10,Critical Access Hospitals,0.754
176,10,Acute Care Hospitals,0.754
8496,5,SAN JOSE,0.754
4538,11,Government Federal,0.754
4035,6,AZ,0.754
1922,5,HALEYVILLE,0.754
5405,10,Acute Care Hospitals,0.754
4826,9,9284253261,0.754
4919,7,72830,0.754
8630,7,94945,0.754
8356,12,Yes,0.754
8014,6,CA,0.754
668,12,Yes,0.754
4133,5,MESA,0.754
4981,12,Yes,0.754
4640,15,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,0.754
8856,12,Yes,0.754
3901,6,AZ,0.754
2401,11,Government - Hospital District or Authority,0.754
4250,6,AZ,0.754
3780,10,Acute Care Hospitals,0.754
4035,9,6235611000,0.754
7530,16,100%,0.754
6557,10,Critical Access Hospitals,0.754
9225,5,LAGUNA BEACH,0.754
1673,12,Yes,0.754
7790,9,6192948111,0.754
8270,10,Acute Care Hospitals,0.754
9378,16,100%,0.754
2361,12,Yes,0.754
2189,11,Proprietary,0.754
4198,12,Yes,0.754
7103,12,Yes,0.754
8462,5,GLENDALE,0.754
3471,11,Proprietary,0.753
3047,12,Yes,0.753
661,5,WEDOWEE,0.753
2635,5,JUNEAU,0.753
6487,9,8702452622,0.753
8287,7,90404,0.753
3913,5,SCOTTSDALE,0.753
257,12,Yes,0.753
271,11,Voluntary non-profit - Church,0.753
8555,11,Voluntary non-profit - Other,0.753
7702,5,CARMICHAEL,0.753
1709,11,Proprietary,0.753
6538,16,0%,0.753
8963,13,Pneumonia,0.753
1934,12,No,0.753
9154,7,93930,0.753
6485,10,Critical Access Hospitals,0.753
5023,12,Yes,0.753
6075,12,Yes,0.753
1709,12,No,0.753
9610,10,Acute Care Hospitals,0.753
7501,11,Voluntary non-profit - Other,0.753
7126,10,Acute Care Hospitals,0.753
7555,11,Voluntary non-profit - Other,0.753
2742,13,Heart Attack,0.753
3734,12,Yes,0.753
9893,5,BAKERSFIELD,0.753
5722,12,Yes,0.753
6426,6,AR,0.753
1573,10,Acute Care Hospitals,0.753
3824,10,Acute Care Hospitals,0.753
8168,10,Acute Care Hospitals,0.753
9937,7,93257,0.753
8929,10,Acute Care Hospitals,0.753
9257,11,Proprietary,0.753
8761,13,Pneumonia,0.753
8854,5,GRASS VALLEY,0.753
7595,12,Yes,0.753
8893,13,Surgical Infection Prevention,0.753
6036,6,AR,0.753
977,5,ENTERPRISE,0.753
7335,6,CA,0.752
3294,12,Yes,0.752
9795,5,PALM SPRINGS,0.752
2062,11,Government - Local,0.752
2215,5,EVERGREEN,0.752
6345,8,ARKANSAS,0.752
4640,5,WILLCOX,0.752
6477,12,Yes,0.752
8278,6,CA,0.752
1545,11,Government - State,0.752
5774,10,Acute Care Hospitals,0.752
8477,13,Surgical Infection Prevention,0.752
9036,12,Yes,0.752
7175,12,Yes,0.752
7241,12,Yes,0.752
5851,5,HOPE,0.752
3929,11,Government - Hospital District or Authority,0.752
61,13,Pneumonia,0.752
7109,5,CHICO,0.752
1570,11,Government - Hospital District or Authority,0.752
5717,7,72112,0.752
1371,5,FOLEY,0.752
9347,7,94062,0.752
3983,5,PHOENIX,0.752
5278,13,Surgical Infection Prevention,0.752
3582,5,TUCSON,0.752
2410,12,Yes,0.752
8378,16,100%,0.752
2753,11,Government - Federal,0.752
1493,11,Voluntary non-profit - Other,0.752
1513,11,Government - Hospital District or Authority,0.752
8892,12,Yes,0.752
6476,5,ARKADELPHIA,0.752
6921,13,Surgical Infection Prevention,0.752
8241,12,Yes,0.752
5145,12,Yes,0.752
3040,10,Acute Care Hospitals,0.752
5287,12,Yes,0.752
3707,8,APACHE,0.752
8011,11,Proprietary,0.752
5940,17,0 patients,0.752
6212,11,Voluntary non-profit - Church,0.752
4825,7,85621,0.752
4925,13,Surgical Infection Prevention,0.752
8761,6,CA,0.752
9682,12,Yes,0.752
9893,11,Proprietary,0.752
5219,10,Acute Care Hospitals,0.752
5579,12,Yes,0.752
5127,10,Acute Care Hospitals,0.752
5375,11,Proprietary,0.752
7335,5,LANCASTER,0.752
4770,11,Proprietary,0.752
4138,10,Acute Care Hospitals,0.752
7335,7,93534,0.752
3747,10,Acute Care Hospitals,0.752
5419,9,8708926000,0.752
1675,5,BIRMINGHAM,0.752
9190,5,LONG BEACH,0.752
3028,5,SIERRA VISTA,0.752
9547,11,Voluntary non-profit - Private,0.752
5940,10,Acute Care Hospitals,0.752
9727,10,Acute Care Hospitals,0.752
4768,7,86047,0.752
4562,12,No,0.752
8630,11,Voluntary non-profit - Other,0.752
8393,6,CA,0.752
4683,7,86040,0.752
3647,5,SAFFORD,0.752
9453,10,Acute Care Hospitals,0.752
7854,11,Voluntary non-profit - Church,0.752
2742,8,ANCHORAGE,0.752
9578,10,Acute Care Hospitals,0.752
6407,10,Critical Access Hospitals,0.752
8856,10,Acute Care Hospitals,0.752
4587,7,85390,0.751
7389,10,Acute Care Hospitals,0.751
8835,7,90015,0.751
8797,10,Acute Care Hospitals,0.751
2814,12,Yes,0.751
5248,12,Yes,0.751
4422,10,Acute Care Hospitals,0.751
8621,11,Voluntary non-profit - Other,0.751
3674,10,Acute Care Hospitals,0.751
1615,11,Government - Hospital District or Authority,0.751
3683,7,86403,0.751
4191,13,Surgical Infection Prevention,0.751
2370,11,Proprietary,0.751
7900,10,Acute Care Hospitals,0.751
9132,10,Acute Care Hospitals,0.751
9563,10,Acute Care Hospitals,0.751
6774,5,NAPA,0.751
4784,12,No,0.751
5521,6,AR,0.751
6288,7,72560,0.751
4258,13,Pneumonia,0.751
6936,11,Government - Local,0.751
1306,7,36251,0.751
7607,10,Acute Care Hospitals,0.751
9232,5,LAGUNA BEACH,0.751
8342,13,Pneumonia,0.751
4904,12,Yes,0.751
2502,15,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream sC not a razor),0.751
4227,17,101 patients,0.751
3354,11,Proprietary,0.751
7353,11,Government - Hospital District or Authority,0.751
6835,5,JACKSON,0.751
2537,12,Yes,0.751
8202,6,CA,0.751
8860,6,CA,0.751
5604,5,PINE BLUFF,0.751
9227,6,CA,0.751
3283,12,Yes,0.751
7257,12,Yes,0.751
4981,6,AR,0.751
2278,11,Proprietary,0.751
4659,6,AZ,0.751
5712,5,NEWPORT,0.751
9247,12,Yes,0.751
2027,11,Proprietary,0.751
4250,10,Acute Care Hospitals,0.751
6202,12,Yes,0.751
3552,13,Surgical Infection Prevention,0.751
5311,7,72117,0.751
4919,6,AR,0.751
2522,10,Critical Access Hospitals,0.751
8640,13,Heart Attack,0.751
3387,12,Yes,0.751
9356,7,93534,0.751
2502,2,01021F,0.751
9421,11,Voluntary non-profit - Private,0.751
9267,13,Surgical Infection Prevention,0.751
6306,12,Yes,0.751
8892,7,94109,0.751
5521,16,100%,0.751
6016,12,Yes,0.751
1227,12,Yes,0.751
3348,10,Acute Care Hospitals,0.751
6921,10,Acute Care Hospitals,0.751
5559,15,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,0.751
3398,11,Voluntary non-profit - Other,0.751
5727,7,72112,0.751
7702,10,Acute Care Hospitals,0.751
3944,5,GLENDALE,0.751
5395,12,Yes,0.751
9028,7,90602,0.751
3711,16,100%,0.751
147,16,100%,0.751
4292,16,100%,0.75
9464,6,CA,0.75
2815,10,Critical Access Hospitals,0.75
977,12,Yes,0.75
901,5,FAYETTE,0.75
6610,5,LAKE VILLAGE,0.75
3099,12,Yes,0.75
5346,6,AR,0.75
8274,16,100%,0.75
690,12,Yes,0.75
6819,10,Acute Care Hospitals,0.75
3247,13,Surgical Infection Prevention,0.75
288,12,Yes,0.75
2372,13,Surgical Infection Prevention,0.75
5792,10,Acute Care Hospitals,0.75
9386,12,Yes,0.75
4266,5,CHANDLER,0.75
9154,5,KING CITY,0.75
3089,13,Surgical Infection Prevention,0.75
9579,16,100%,0.75
4778,6,AZ,0.75
4675,10,Critical Access Hospitals,0.75
3400,9,9284743222,0.75
4719,7,86042,0.75
9461,11,Voluntary non-profit - Other,0.75
8462,7,91209,0.75
6393,11,Voluntary non-profit - Church,0.75
1601,6,L,0.75
1594,5,BREWTON,0.75
3586,11,Voluntary non-profit - Private,0.75
367,7,35594,0.75
3619,16,100%,0.75
4760,9,9282894691,0.75
2008,12,Yes,0.75
4065,12,Yes,0.75
5981,16,100%,0.75
1097,16,100%,0.75
5277,9,8705081000,0.75
9050,5,ANAHEIM,0.75
6019,5,LITTLE ROCK,0.75
7552,10,Acute Care Hospitals,0.75
9031,7,90602,0.75
5213,12,No,0.75
4567,9,9284454860,0.75
5395,10,Acute Care Hospitals,0.75
6924,11,Government - Local,0.75
9247,5,LAGUNA BEACH,0.75
741,12,Yes,0.75
6403,11,Government - Local,0.75
8671,10,Acute Care Hospitals,0.75
1021,11,Government - Local,0.75
9195,11,Voluntary non-profit - Church,0.75
5671,12,Yes,0.75
9498,10,Acute Care Hospitals,0.75
7257,10,Acute Care Hospitals,0.75
8621,5,NOVATO,0.75
1280,8,BARBOUR,0.75
5792,12,Yes,0.75
9583,5,GARDEN GROVE,0.75
6499,10,Critical Access Hospitals,0.749
3660,13,Surgical Infection Prevention,0.749
3466,13,Pneumonia,0.749
8287,10,Acute Care Hospitals,0.749
3111,11,Government - Local,0.749
9656,6,CA,0.749
9632,12,Yes,0.749
6360,7,72042,0.749
4826,11,Proprietary,0.749
5015,10,Acute Care Hospitals,0.749
3494,11,Government - Hospital District or Authority,0.749
4023,11,Proprietary,0.749
3048,11,Proprietary,0.749
2361,10,Acute Care Hospitals,0.749
5467,11,Government - Local,0.749
6355,8,ARKANSAS,0.749
6055,11,Proprietary,0.749
3451,10,Acute Care Hospitals,0.749
4017,7,85308,0.749
3936,5,MESA,0.749
4133,15,Pneumonia Patients Given Smoking Cessation Advice/Counseling,0.749
5145,15,Pneumonia Patients Assessed and Given Influenza Vaccination,0.749
7175,11,Voluntary non-profit - Church,0.749
6277,5,MOUNTAIN VIEW,0.749
5548,13,Pneumonia,0.749
861,11,Voluntary non-profit - Private,0.749
9099,15,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,0.749
6514,8,ASHLEY,0.749
5946,12,Yes,0.749
8684,12,Yes,0.749
4266,6,AZ,0.749
5291,6,AR,0.749
8962,5,VENTURA,0.749
5981,15,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0.749
9642,11,Voluntary non-profit - Other,0.749
8893,11,Voluntary non-profit - Private,0.749
3398,13,Surgical Infection Prevention,0.749
6557,13,Pneumonia,0.749
1862,13,Pneumonia,0.749
8174,11,Voluntary non-profit - Church,0.749
3660,10,Acute Care Hospitals,0.749
4743,10,Critical Access Hospitals,0.749
7969,5,HUNTINGTON PARK,0.749
7068,11,Voluntary non-profit - Private,0.749
5617,10,Acute Care Hospitals,0.749
6919,5,LOS ANGELES,0.749
7496,9,6507423200,0.749
7126,7,95926,0.749
4825,5,NOGALES,0.749
3573,11,Voluntary non-profit - Private,0.749
5287,10,Acute Care Hospitals,0.749
6835,10,Acute Care Hospitals,0.749
5792,5,HELENA,0.749
5814,5,EL DORADO,0.749
977,11,Proprietary,0.749
9629,12,Yes,0.749
7883,10,Acute Care Hospitals,0.749
5583,5,BLYTHEVILLE,0.749
6082,7,72118,0.749
3254,11,Voluntary non-profit - Other,0.749
1544,10,Acute Care Hospitals,0.748
327,5,ANNISTON,0.748
40,9,3347938701,0.748
8296,11,Government - State,0.748
6477,10,Critical Access Hospitals,0.748
7761,7,94115,0.748
6025,10,Acute Care Hospitals,0.748
8070,6,CA,0.748
8955,7,93003,0.748
4657,12,No,0.748
4368,5,PRESCOTT VALLEY,0.748
5395,11,Voluntary non-profit - Other,0.748
8684,7,94954,0.748
5614,17,10 patients,0.748
5419,5,POCAHONTAS,0.748
3389,11,Voluntary non-profit - Other,0.748
5981,11,Voluntary non-profit - Private,0.748
1266,8,BARBOUR,0.748
7230,16,100%,0.748
9718,5,ARCADIA,0.748
5744,12,No,0.748
9806,10,Acute Care Hospitals,0.748
6654,10,Critical Access Hospitals,0.748
8869,7,95945,0.748
3481,15,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0.748
4266,12,No,0.748
1738,12,Yes,0.748
741,11,Government - Hospital District or Authority,0.748
9440,11,Voluntary non-profit - Private,0.748
3657,5,SAFFORD,0.748
6262,12,Yes,0.748
8660,10,Acute Care Hospitals,0.748
2568,5,ROANOKE,0.748
3573,16,100%,0.748
5812,12,Yes,0.748
9718,7,91006,0.748
8087,11,Voluntary non-profit - Other,0.748
2594,8,ANCHORAGE,0.748
1476,12,Yes,0.748
5846,10,Acute Care Hospitals,0.748
4738,13,Pneumonia,0.748
4672,6,AZ,0.748
6075,5,NO LITTLE ROCK,0.748
5826,11,Proprietary,0.748
9546,11,Voluntary non-profit - Private,0.748
5696,12,Yes,0.748
3619,10,Acute Care Hospitals,0.748
3950,5,GLENDALE,0.748
7165,16,100%,0.748
6360,11,Voluntary non-profit - Private,0.748
6087,6,AR,0.748
9968,7,90095,0.748
7079,10,Acute Care Hospitals,0.748
6487,11,Voluntary non-profit - Other,0.748
3466,12,Yes,0.748
51,17,0 patients,0.748
5405,11,Voluntary non-profit - Other,0.748
5585,5,PINE BLUFF,0.748
4562,7,86313,0.748
9937,5,PORTERVILLE,0.748
9378,6,CA,0.748
6555,12,Yes,0.748
5419,13,Pneumonia,0.748
9465,6,CA,0.748
2788,13,Surgical Infection Prevention,0.748
6082,5,NO LITTLE ROCK,0.748
6277,9,8702694361,0.748
7699,12,No,0.748
6295,5,NASHVILLE,0.748
5748,12,No,0.748
8267,6,CA,0.748
9969,10,Acute Care Hospitals,0.748
3804,15,Pneumonia Patients Given Smoking Cessation Advice/Counseling,0.748
691,15,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,0.747
638,7,36801,0.747
3856,6,AZ,0.747
7165,6,CA,0.747
3734,7,86045,0.747
664,13,Surgical Infection Prevention,0.747
6444,16,100%,0.747
5727,5,NEWPORT,0.747
7838,15,Pneumonia Patients Assessed and Given Influenza Vaccination,0.747
5196,6,AR,0.747
7175,5,RED BLUFF,0.747
8761,11,Voluntary non-profit - Other,0.747
9682,6,CA,0.747
9887,6,CA,0.747
2542,12,Yes,0.747
7122,7,95926,0.747
8856,5,GRASS VALLEY,0.747
7751,7,94115,0.747
7021,12,Yes,0.747
2635,10,Acute Care Hospitals,0.747
2313,7,36693,0.747
3619,9,9286697300,0.747
890,12,Yes,0.747
5727,6,AR,0.747
6534,6,AR,0.747
4743,8,APACHE,0.747
8070,12,Yes,0.747
9421,13,Surgical Infection Prevention,0.747
7948,10,Acute Care Hospitals,0.747
9099,5,SANTA ROSA,0.747
6909,6,CA,0.747
3644,17,1 patients,0.747
1306,10,Acute Care Hospitals,0.747
6549,12,Yes,0.747
3667,10,Acute Care Hospitals,0.747
1207,10,Acute Care Hospitals,0.747
3683,6,AZ,0.747
133,10,Acute Care Hospitals,0.747
2947,10,Acute Care Hospitals,0.747
648,10,Acute Care Hospitals,0.747
9440,6,CA,0.747
823,10,Acute Care Hospitals,0.747
8806,9,8316245311,0.747
4368,12,Yes,0.747
9642,5,SAN LUIS OBISPO,0.747
3850,12,Yes,0.747
6845,6,CA,0.747
4222,12,Yes,0.747
9195,7,90813,0.747
5510,10,Acute Care Hospitals,0.747
4138,6,AZ,0.747
1738,10,Acute Care Hospitals,0.747
9920,11,Government Federal,0.747
5291,12,Yes,0.747
1371,13,Pneumonia,0.747
7139,7,91342,0.747
8610,11,Voluntary non-profit - Other,0.747
3200,16,100%,0.747
6919,11,Proprietary,0.747
4139,13,Surgical Infection Prevention,0.747
3494,7,86409,0.747
1456,12,Yes,0.747
8532,12,Yes,0.747
6374,10,Critical Access Hospitals,0.747
7243,5,OJAI,0.747
2868,11,Government - Local,0.747
5756,10,Acute Care Hospitals,0.747
9227,7,92677,0.747
8206,5,SACRAMENTO,0.747
5696,5,HOT SPRINGS,0.747
4384,9,4807288327,0.747
8051,6,CA,0.747
3236,10,Acute Care Hospitals,0.747
3512,10,Acute Care Hospitals,0.746
5748,10,Acute Care Hospitals,0.746
5673,5,MALVERN,0.746
4023,12,Yes,0.746
1862,7,36701,0.746
8267,12,No,0.746
8630,10,Acute Care Hospitals,0.746
4129,12,Yes,0.746
5614,11,Voluntary non-profit - Other,0.746
7257,13,Surgical Infection Prevention,0.746
3850,11,Government - Federal,0.746
2726,12,Yes,0.746
9626,10,Acute Care Hospitals,0.746
6355,10,Critical Access Hospitals,0.746
3249,11,Voluntary non-profit - Private,0.746
8191,7,93454,0.746
210,12,Yes,0.746
7602,10,Acute Care Hospitals,0.746
2011,10,Acute Care Hospitals,0.746
5953,11,Proprietary,0.746
8621,10,Acute Care Hospitals,0.746
1476,10,Acute Care Hospitals,0.746
7353,7,93291,0.746
3515,10,Acute Care Hospitals,0.746
2542,16,100%,0.746
8215,15,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),0.746
5696,10,Acute Care Hospitals,0.746
4784,4,101 COLE AVENUE,0.746
7241,10,Acute Care Hospitals,0.746
8869,11,Voluntary non-profit - Other,0.746
1042,13,Pneumonia,0.746
7529,9,082366400,0.746
9913,13,Pneumonia,0.746
6025,7,72120,0.746
3089,12,Yes,0.746
823,12,Yes,0.746
6088,16,100%,0.746
8393,11,Proprietary,0.746
5046,13,Surgical Infection Prevention,0.746
8462,17,0 patients,0.746
3294,6,AZ,0.746
2251,16,100%,0.746
8738,16,100%,0.746
887,10,Acute Care Hospitals,0.746
2279,11,Proprietary,0.746
4100,15,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),0.746
1732,10,Acute Care Hospitals,0.746
8829,11,Voluntary non-profit - Other,0.746
3238,12,Yes,0.746
6374,9,8705637000,0.746
4017,9,6235611000,0.746
3689,9,9288558185,0.746
8011,5,CASTRO VALLEY,0.746
6016,6,AR,0.746
6307,13,Surgical Infection Prevention,0.746
8356,11,Voluntary non-profit - Other,0.746
1152,10,Acute Care Hospitals,0.746
9386,10,Acute Care Hospitals,0.746
4229,6,AZ,0.746
2335,12,Yes,0.746
8274,13,Surgical Infection Prevention,0.746
8206,11,Voluntary non-profit - Other,0.746
8735,16,100%,0.746
2252,10,Acute Care - VA Medical Center,0.746
6333,11,Voluntary non-profit - Private,0.746
5521,5,FORT SMITH,0.746
3355,6,AZ,0.746
4960,7,72205,0.746
9621,7,91767,0.746
4065,13,Surgical Infection Prevention,0.746
9050,3,ANAHEIM GENERAL HOSPITAL,0.746
5219,11,Proprietary,0.746
5046,10,Acute Care Hospitals,0.746
