ind,attr,val,expectation
2726,10,Acute Care Hospitals,0.765
5065,17,40 patients,0.765
7852,10,Acute Care Hospitals,0.765
6229,16,97%,0.765
9547,5,ANAHEIM,0.765
5521,17,131 patients,0.765
8856,9,5302746000,0.765
9583,3,GARDEN GROVE HOSPITAL & MEDICAL CENTER,0.765
6534,8,CONWAY,0.765
3552,17,31 patients,0.765
6426,10,Critical Access Hospitals,0.765
147,4,201 PINE STREET NORTHWEST,0.765
3674,10,Acute Care Hospitals,0.765
8948,11,Proprietary,0.764
5613,12,Yes,0.764
9247,6,CA,0.764
2189,16,99%,0.764
2260,11,Government Federal,0.764
9056,6,CA,0.764
1545,12,Yes,0.764
7728,4,9400 NO NAME UNO,0.764
5196,10,Acute Care Hospitals,0.764
2537,7,35582,0.764
6770,2,50008,0.764
1675,4,701 PRINCETON AVENUE SOUTHWEST,0.764
4274,2,10009,0.764
3657,17,39 patients,0.764
9399,13,Surgical Infection Prevention,0.764
5392,12,Yes,0.764
2428,2,10168,0.764
5266,7,72653,0.764
7257,6,CA,0.764
3936,17,645 patients,0.764
1558,11,Government - State,0.763
3451,11,Proprietary,0.763
8784,7,92335,0.763
399,10,Acute Care Hospitals,0.763
6654,12,Yes,0.763
147,16,100%,0.763
4877,4,4212 N 16TH ST,0.763
9600,16,98%,0.763
4324,6,AZ,0.763
5548,12,Yes,0.763
185,16,93%,0.763
9399,3,EAST VALLEY HOSPITAL MEDICAL CENTER,0.763
9795,7,92262,0.763
7247,16,89%,0.763
4205,10,Acute Care Hospitals,0.763
9642,11,Voluntary non-profit - Other,0.763
9421,5,ALAMEDA,0.763
2753,17,111 patients,0.763
6512,3,ASHLEY COUNTY MEDICAL CENTER,0.763
5966,5,BATESVILLE,0.763
3023,11,Proprietary,0.762
1396,12,Yes,0.762
233,17,37 patients,0.762
3582,8,PIMA,0.762
1594,12,Yes,0.762
6499,12,Yes,0.762
6212,6,AR,0.762
7021,3,MAD RIVER COMMUNITY HOSPITAL,0.762
9510,16,100%,0.762
40,3,SOUTHEAST ALABAMA MEDICAL CENTER,0.762
6371,7,72370,0.762
8555,4,200 WEST ARBOR DRIVE,0.762
8914,8,SANTA CLARA,0.762
4100,12,Yes,0.762
2624,2,20006,0.762
735,10,Acute Care Hospitals,0.762
7948,17,3 patients,0.762
6333,6,AR,0.762
6845,16,98%,0.762
5548,10,Acute Care Hospitals,0.761
3283,12,Yes,0.761
8784,4,200 WEST ARBOR DRIVE,0.761
3047,12,Yes,0.761
4562,16,98%,0.761
1723,12,Yes,0.761
6403,4,201 CLIFTON STREET,0.761
1558,16,100%,0.761
5521,18,AR_PN-2,0.761
2942,8,PIMA,0.761
1472,5,GROVE HILL,0.761
8662,7,95901,0.761
7126,3,ENLOE MEDICAL CENTER,0.761
4706,9,9287376000,0.761
3471,16,93%,0.761
8788,12,No,0.761
288,5,ALABATSER,0.761
4274,4,1551 EAST TANGERINE ROAD,0.761
3811,10,Acute Care Hospitals,0.761
4538,3,VA S. ARIZONA HEALTHCARE SYSTEM,0.761
6212,3,CROSSRIDGE COMMUNITY HOSPITAL,0.761
9225,17,9 patients,0.761
4659,5,DOUGLAS,0.761
7838,2,50079,0.761
6549,8,DESHA,0.761
8856,4,155 GLASSON WAY,0.761
1434,3,WALKER BAPTIST MEDICAL CENTER,0.761
6555,17,30 patients,0.761
1844,3,MEDICAL WEST; AN AFFILIATE OF UAB HEALTH SYSTEM,0.761
3683,5,LAKE HAVASU CITY,0.761
9028,11,Voluntary non-profit - Private,0.761
1227,2,10065,0.761
8403,5,MANTECA,0.76
2817,17,1 patients,0.76
5849,10,Acute Care Hospitals,0.76
7079,4,420 34TH ST BOX 1888,0.76
1235,5,FLORALA,0.76
3913,16,100%,0.76
8215,13,Heart Failure,0.76
8977,6,CA,0.76
8273,12,No,0.76
3689,16,98%,0.76
3057,16,97%,0.76
9606,11,Voluntary non-profit - Other,0.76
400,5,PRATTVILLE,0.76
3824,3,PARADISE VALLEY HOSPITAL,0.76
3398,3,PAYSON REGIONAL MEDICAL CENTER,0.76
3582,6,AZ,0.76
1456,17,257 patients,0.76
7969,9,3235813931,0.76
6538,10,Critical Access Hospitals,0.76
8011,13,Pneumonia,0.76
3586,5,TUCSON,0.76
4411,7,85209,0.76
4065,12,Yes,0.76
1434,10,Acute Care Hospitals,0.76
3647,12,No,0.76
5366,3,ST MARYS REGIONAL MEDICAL CENTER,0.76
2947,12,Yes,0.76
3348,12,Yes,0.76
2985,8,YAVAPAI,0.76
1934,5,TROY,0.759
9376,5,GLENDORA,0.759
3711,8,APACHE,0.759
2260,12,No,0.759
6036,3,ST VINCENT MEDICAL CTR NORTH,0.759
2677,10,Acute Care Hospitals,0.759
7488,5,ORANGE,0.759
9610,16,99%,0.759
327,7,36201,0.759
2459,3,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTG,0.759
7793,4,200 WEST ARBOR DRIVE,0.759
9955,10,Acute Care Hospitals,0.759
7007,6,CA,0.759
7501,9,6507423200,0.759
6371,2,10005,0.759
6936,11,Government - Local,0.759
3099,8,PULASKI,0.759
9253,6,CA,0.759
2905,3,MARYVALE HOSPITAL,0.759
1862,11,Proprietary,0.759
5671,11,Voluntary non-profit - Private,0.759
7040,17,171 patients,0.759
9195,11,Voluntary non-profit - Church,0.759
4593,6,AZ,0.759
2392,12,Yes,0.759
9154,9,8313856000,0.759
3481,4,300 EL CAMINO REAL,0.759
9185,3,ST MARY MEDICAL CENTER,0.759
9887,4,420 34TH ST BOX 1888,0.759
7761,10,Acute Care Hospitals,0.759
750,17,139 patients,0.759
8499,17,92 patients,0.759
8118,10,Acute Care Hospitals,0.759
1721,7,36067,0.759
5558,10,Acute Care Hospitals,0.759
7858,4,1600 N ROSE AVE,0.758
5613,17,1 patients,0.758
4023,5,GLENDALE,0.758
6059,3,HEALTHPARK HOSPITAL,0.758
5774,10,Acute Care Hospitals,0.758
6924,12,Yes,0.758
7548,5,WALNUT CREEK,0.758
2784,16,50%,0.758
1152,7,35650,0.758
6204,8,CROSS,0.758
6876,9,9164534545,0.758
4562,9,9284454860,0.758
3099,4,2215 WILDWOOD AVENUE,0.758
7728,12,Yes,0.758
9193,17,225 patients,0.758
3619,7,85344,0.758
8068,5,SAN DIEGO,0.758
9887,11,Proprietary,0.758
3494,11,Government - Hospital District or Authority,0.758
5894,10,Acute Care - VA Medical Center,0.758
1594,2,10099,0.758
7040,11,Voluntary non-profit - Private,0.758
6036,7,72120,0.758
1005,10,Acute Care Hospitals,0.758
2796,11,Government - Local,0.758
5981,6,AR,0.758
8513,17,197 patients,0.758
1388,17,35 patients,0.758
4832,12,Yes,0.758
8319,10,Acute Care Hospitals,0.758
1738,10,Acute Care Hospitals,0.758
861,11,Voluntary non-profit - Private,0.758
7702,4,200 WEST ARBOR DRIVE,0.758
5673,6,AR,0.758
3186,8,YAVAPAI,0.758
7793,13,Surgical Infection Prevention,0.758
7602,8,ALAMEDA,0.758
9887,12,No,0.758
9546,15,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0.758
2027,8,MADISON,0.758
1920,5,HALEYVILLE,0.758
3933,11,Government - Hospital District or Authority,0.758
9072,17,18 patients,0.757
6841,17,132 patients,0.757
5455,3,OUACHITA COUNTY MEDICAL CENTER,0.757
4340,3,VALLEY VIEW MEDICAL CENTER,0.757
5419,9,8708926000,0.757
7555,10,Acute Care Hospitals,0.757
147,17,1 patients,0.757
8378,17,640 patients,0.757
7615,4,999 SAN BERNARDINO RD,0.757
5673,13,Pneumonia,0.757
6025,10,Acute Care Hospitals,0.757
2641,16,98%,0.757
3023,16,86%,0.757
6036,10,Acute Care Hospitals,0.757
3236,17,238 patients,0.757
210,8,JEFFERSON,0.757
3775,11,Government - Federal,0.757
9465,13,Pneumonia,0.757
6016,3,ARKANSAS HEART HOSPITAL,0.757
3804,2,30078,0.757
9642,5,SAN LUIS OBISPO,0.757
5046,13,Surgical Infection Prevention,0.757
3659,17,122 patients,0.757
3670,4,5102 WEST CAMPBELL AVENUE,0.757
2877,11,Government - Local,0.757
3888,5,TUCSON,0.757
2609,10,Acute Care Hospitals,0.757
9642,8,SAN LUIS OBISPO,0.757
5613,9,8706733511,0.757
9028,12,Yes,0.757
3580,3,UNIVERSITY MEDICAL CENTER,0.757
2537,16,100%,0.757
2788,11,Voluntary non-profit - Other,0.757
4478,2,10019,0.757
9600,7,91767,0.757
6306,18,AR_PN-7,0.757
7434,10,Acute Care Hospitals,0.757
8267,6,CA,0.757
5658,8,PULASKI,0.757
8287,9,3103194000,0.757
4266,17,0 patients,0.757
6408,12,Yes,0.757
5218,8,WASHINGTON,0.757
3944,5,GLENDALE,0.757
2815,18,AK_SCIP-VTE-2,0.757
3619,3,LA PAZ REGIONAL HOSPITAL,0.757
8962,13,Pneumonia,0.757
6512,8,ASHLEY,0.757
40,17,385 patients,0.757
7793,9,6192948111,0.757
691,11,Government - State,0.757
9574,9,4152068000,0.757
1885,16,96%,0.757
3040,3,ARIZONA HEART HOSPITAL,0.757
8165,6,CA,0.756
7529,18,CA_HF-2,0.756
4129,11,Government - Local,0.756
6408,2,41317,0.756
1743,10,Acute Care Hospitals,0.756
5123,4,2215 WILDWOOD AVENUE,0.756
6221,4,900 SOUTH THIRD STREET,0.756
6475,5,ARKADELPHIA,0.756
1005,17,19 patients,0.756
430,11,Voluntary non-profit - Other,0.756
6835,5,JACKSON,0.756
8202,6,CA,0.756
9185,9,5624919000,0.756
8265,6,CA,0.756
5346,8,GREENE,0.756
9185,5,LONG BEACH,0.756
9606,10,Acute Care Hospitals,0.756
9500,7,95969,0.756
1974,17,2 patients,0.756
3139,6,CA,0.756
4191,15,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0.756
4826,3,COBRE VALLEY COMMUNITY HOSPITAL,0.756
9253,5,WATSONVILLE,0.756
7699,5,SOLVANG,0.756
3302,10,Acute Care Hospitals,0.756
185,11,Government - Hospital District or Authority,0.756
5947,12,Yes,0.756
5744,5,MURFREESBORO,0.756
6221,17,0 patients,0.756
8835,4,1401 SOUTH GRAND AVENUE,0.756
3389,18,AZ_PN-2,0.756
4877,15,Children Who Received Systemic Corticosteroid Medication (oral and IV Medication That Reduces Inflammation and Controls Symptoms) While Hospitalized for Asthma,0.756
3983,4,5102 WEST CAMPBELL AVENUE,0.756
61,11,Government - Hospital District or Authority,0.756
1781,9,3342894000,0.756
6905,6,CA,0.756
2788,18,AK_SCIP-INF-6,0.756
5981,3,WHITE RIVER MEDICAL CENTER,0.756
6876,11,Voluntary non-profit - Church,0.756
3300,18,AZ_SCIP-INF-6,0.756
8011,18,CA_PN-5C,0.756
2448,2,10169,0.756
5395,13,Pneumonia,0.756
8342,2,50115,0.756
9913,11,Government Federal,0.756
3036,9,2504584641,0.756
1371,15,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,0.756
2104,10,Acute Care Hospitals,0.756
5849,3,MEDICAL PARK HOSPITAL,0.756
1885,12,Yes,0.756
7793,10,Acute Care Hospitals,0.756
4876,7,85016,0.756
2027,4,101 SIVLEY RD,0.756
2418,13,Pneumonia,0.756
3707,3,FORT DEFIANCE INDIAN HOSPITAL,0.756
1513,3,D C H REGIONAL MEDICAL CENTER,0.756
3707,10,Acute Care Hospitals,0.756
9253,17,3 patients,0.756
3089,8,PULASKI,0.756
5970,5,BATESVILLE,0.756
2458,8,MONTGOMERY,0.756
4826,9,9284253261,0.756
5021,17,1 patients,0.756
8893,6,CA,0.756
3619,16,100%,0.756
6403,11,Government - Local,0.756
4139,16,100%,0.755
5521,5,FORT SMITH,0.755
1998,17,32 patients,0.755
2980,10,Acute Care Hospitals,0.755
4876,10,Childrens,0.755
1280,5,EUFAULA,0.755
9072,7,92804,0.755
5330,5,NORTH LITTLE ROCK,0.755
5887,17,15 patients,0.755
9955,3,RONALD REAGAN UCLA MEDICAL CENTER,0.755
3471,8,MARICOPA,0.755
5981,17,1 patients,0.755
9606,12,Yes,0.755
9968,3,RONALD REAGAN UCLA MEDICAL CENTER,0.755
9969,5,LOS ANGELES,0.755
3442,15,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,0.755
5614,11,Voluntary non-profit - Other,0.755
8549,7,95695,0.755
5145,18,AR_PN-7,0.755
3998,3,BANNER DEL E WEBB MEDICAL CENTER,0.755
2877,4,2801 DEBARR ROAD,0.755
4616,12,Yes,0.755
8835,17,171 patients,0.755
5789,7,72342,0.755
8551,5,WOODLAND,0.755
8342,18,CA_PN-2,0.755
911,12,Yes,0.755
4135,9,4808545050,0.755
735,17,411 patients,0.755
1725,17,2 patients,0.755
1550,8,ELMORE,0.755
133,3,CRENSHAW COMMUNITY HOSPITAL,0.755
5248,9,5016221000,0.755
2418,3,SUMMIT HOSPITAL,0.755
3200,3,YAVAPAI REGIONAL MEDICAL CENTER,0.755
8854,7,95945,0.755
5406,6,AR,0.755
823,17,520 patients,0.755
8549,16,95%,0.755
5748,3,PIKE COUNTY HOSPITAL,0.755
1781,10,Acute Care Hospitals,0.755
8287,5,SANTA MONICA,0.755
947,11,Voluntary non-profit - Private,0.755
3772,10,Acute Care Hospitals,0.755
3824,7,85032,0.755
7122,9,5303327300,0.755
4760,7,86047,0.755
4135,17,1 patients,0.755
3936,6,AZ,0.755
9292,10,Acute Care Hospitals,0.755
11,4,1300 SOUTH MONTGOMERY AVENUE,0.755
8821,11,Voluntary non-profit - Private,0.755
7247,9,8056402280,0.755
5744,8,PIKE,0.755
2036,11,Proprietary,0.755
3419,17,83 patients,0.754
9583,11,Proprietary,0.754
1300,3,CLAY COUNTY HOSPITAL,0.754
5812,3,MEDICAL CENTER SOUTH ARKANSAS,0.754
1422,17,6 patients,0.754
8555,14,SCIP-INF-4,0.754
8621,6,CA,0.754
61,18,AL_PN-7,0.754
2947,10,Acute Care Hospitals,0.754
9727,9,8184098202,0.754
6549,5,DUMAS,0.754
9453,11,Voluntary non-profit - Other,0.754
8718,17,242 patients,0.754
5308,7,72117,0.754
6204,10,Critical Access Hospitals,0.754
6306,13,Pneumonia,0.754
8051,16,94%,0.754
9195,15,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),0.754
2518,17,1 patients,0.754
844,16,81%,0.754
9541,11,Voluntary non-profit - Private,0.754
150,9,2567736511,0.754
4324,9,9287882273,0.754
1271,4,820 W WASHINGTON ST,0.754
9632,16,100%,0.754
864,5,HAMILTON,0.754
6538,11,Voluntary non-profit - Church,0.754
6366,8,MISSISSIPPI,0.754
3712,9,9287298000,0.754
3387,17,15 patients,0.754
8532,5,VAN NUYS,0.754
8630,3,NOVATO COMMUNITY HOSPITAL,0.754
4989,16,96%,0.754
7615,2,10001,0.754
2104,5,BIRMeINGHAM,0.754
5912,6,AR,0.754
8014,2,50095,0.754
3040,4,5102 WEST CAMPBELL AVENUE,0.754
7852,6,CA,0.754
3919,4,6644 EAST BAYWOOD AVENUE,0.754
6371,18,AR_AMI-3,0.754
9632,10,Acute Care Hospitals,0.754
9448,6,CA,0.754
3494,10,Acute Care Hospitals,0.754
1118,10,Acute Care Hospitals,0.754
9906,8,FRESNO,0.754
7470,2,50067,0.754
5559,15,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,0.754
3451,12,No,0.754
1476,12,Yes,0.754
6407,12,Yes,0.754
9664,17,56 patients,0.754
3811,11,Government - Federal,0.754
9440,17,146 patients,0.754
8421,8,KINGS,0.754
9386,4,150 WEST ROUTE 66,0.754
9190,16,93%,0.754
1049,5,DADEVILLE,0.754
3089,16,99%,0.754
3419,13,Pneumonia,0.754
6681,11,Voluntary non-profit - Church,0.754
3734,8,COCONINO,0.754
182,8,MARSHALL,0.754
8403,8,SAN JOAQUIN,0.754
2567,8,RANDOLPH,0.754
1615,2,10100,0.753
7230,17,376 patients,0.753
6674,11,Voluntary non-profit - Church,0.753
6113,11,Proprietary,0.753
4227,9,5202944471,0.753
2457,5,MONTGOMERY,0.753
3784,12,Yes,0.753
741,11,Government - Hospital District or Authority,0.753
6499,5,CROSSETT,0.753
9574,6,CA,0.753
6360,8,ARKANSAS,0.753
1998,8,BALDWIN,0.753
3839,6,AZ,0.753
1787,8,MARENGO,0.753
2372,5,RUSSELLVILLE,0.753
7579,5,VALLEJO,0.753
5291,7,72034,0.753
2591,17,355 patients,0.753
7141,8,LOS ANGELES,0.753
9099,12,Yes,0.753
4738,12,Yes,0.753
8202,14,SCIP-INF-4,0.753
2815,8,SITKA,0.753
4877,9,6025461959,0.753
2742,16,86%,0.753
4826,10,Critical Access Hospitals,0.753
3303,16,99%,0.753
6477,4,3050 TWIN RIVERS DRIVE,0.753
3419,5,CHANDLER,0.753
9893,12,No,0.753
5558,3,MAGNOLIA HOSPITAL,0.753
1817,4,5 MOBILE INFIRMARY CIRCLE,0.753
901,11,Voluntary non-profit - Other,0.753
5185,12,Yes,0.753
7139,3,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,0.753
6345,11,Voluntary non-profit - Private,0.753
4784,8,COCHISE,0.753
1997,11,Voluntary non-profit - Private,0.753
7761,6,CA,0.753
9500,3,FEATHER RIVER HOSPITAL,0.753
8559,4,4002 VISTA WAY,0.753
417,3,COOSA VALLEY MEDICAL CENTER,0.753
4539,10,Acute Care - VA Medical Center,0.753
6921,4,531 W COLLEGE ST,0.753
9190,10,Acute Care Hospitals,0.753
2313,6,L,0.753
5145,13,Pneumonia,0.753
69,11,Government - Hospital District or Authority,0.753
9465,2,50222,0.753
5521,11,Voluntary non-profit - Church,0.753
8537,10,Acute Care Hospitals,0.753
7858,3,ST JOHN-S REGIONAL MEDICAL CENTER,0.753
3998,16,77%,0.753
7863,5,OXNARD,0.753
8962,7,93003,0.753
9546,17,110 patients,0.753
7103,6,CA,0.753
8987,12,Yes,0.753
2269,17,255 patients,0.753
9115,2,50179,0.753
691,17,224 patients,0.753
1276,12,No,0.753
7068,6,CA,0.753
8477,4,5555 WEST THUNDERBIRD ROAD,0.753
7479,17,361 patients,0.753
4675,11,Voluntary non-profit - Private,0.753
3670,11,Proprietary,0.753
771,11,Proprietary,0.753
771,10,Acute Care Hospitals,0.753
977,10,Acute Care Hospitals,0.753
6761,3,DAVIES MEDICAL CENTER,0.753
6876,17,984 patients,0.753
781,4,101 SIVLEY RD,0.753
5727,12,Yes,0.753
4706,3,HOPI HEALTH CARE CENTER,0.753
9453,10,Acute Care Hospitals,0.753
9356,9,6619484781,0.753
8070,4,200 WEST ARBOR DRIVE,0.753
6601,3,CHICOT MEMORIAL HOSPITAL,0.753
9117,12,Yes,0.753
1709,11,Proprietary,0.753
6262,5,WALNUT RIDGE,0.753
8687,7,94954,0.753
1126,11,Government - Hospital District or Authority,0.753
3647,17,0 patients,0.753
1743,3,PICKENS COUNTY MEDICAL CENTER,0.753
51,9,2569538310,0.753
5050,8,WHITE,0.752
7432,10,Acute Care Hospitals,0.752
3804,11,Government - Federal,0.752
7165,17,78 patients,0.752
3442,16,92%,0.752
8860,7,95945,0.752
6087,11,Voluntary non-profit - Private,0.752
399,7,36067,0.752
2765,16,90%,0.752
5510,11,Voluntary non-profit - Church,0.752
8555,12,Yes,0.752
3776,10,Acute Care Hospitals,0.752
1276,11,Voluntary non-profit - Other,0.752
9022,7,92835,0.752
1781,4,105 HIGHWAY 80 EAST,0.752
9216,11,Government - Hospital District or Authority,0.752
1781,3,BRYAN W WHITFIELD MEM HOSP INC,0.752
8011,6,CA,0.752
8806,9,8316245311,0.752
7529,4,700 LAWRENCE EXPRESSWAY,0.752
8267,5,LOS ANGELES,0.752
2062,10,Acute Care Hospitals,0.752
9969,8,LOS ANGELES,0.752
7257,7,93023,0.752
5811,4,700 WEST GROVE STREET,0.752
2624,3,MAT-SU REGIONAL MEDICAL CENTER,0.752
5154,4,2215 WILDWOOD AVENUE,0.752
7790,11,Voluntary non-profit - Other,0.752
3096,3,ST VINCENT MEDICAL CTR NORTH,0.752
8362,3,NORTHRIDGE HOSPITAL MEDICAL CENTER,0.752
9920,4,2823 FRESNO STREET,0.752
530,4,2105 EAST SOUTH BOULEVARD,0.752
9547,4,3033 W ORANGE AVENUE,0.752
290,8,SHELBY,0.752
9132,18,CA_HF-1,0.752
8929,11,Proprietary,0.752
4743,11,Voluntary non-profit - Private,0.752
4384,11,Voluntary non-profit - Church,0.752
8287,8,LOS ANGELES,0.752
4411,4,6644 EAST BAYWOOD AVENUE,0.752
4227,4,5301 EAST GRANT ROAD,0.752
7969,17,54 patients,0.752
3854,11,Government - Federal,0.752
8378,16,100%,0.752
5160,3,FORREST CITY MEDICAL CENTER,0.752
6408,18,AR_PN-5C,0.752
7969,5,HUNTINGTON PARK,0.752
9955,13,Heart Attack,0.752
3191,3,YAVAPAI REGIONAL MEDICAL CENTER,0.752
3428,11,Proprietary,0.752
4205,12,Yes,0.752
3515,4,10401 WEST THUNDERBIRD BOULEVARD,0.752
5671,17,113 patients,0.752
1862,12,Yes,0.752
3856,5,CHINLE,0.752
6642,17,37 patients,0.752
6476,3,BAPTIST HEALTH MED CTR-ARKADELPHIA,0.752
4760,16,0%,0.752
3944,10,Acute Care Hospitals,0.752
8676,9,7077782631,0.752
7555,7,94596,0.752
4035,9,6235611000,0.752
258,10,Acute Care Hospitals,0.752
9050,17,8 patients,0.752
1456,8,MOBILE,0.752
3048,17,371 patients,0.752
5021,13,Surgical Infection Prevention,0.752
9195,6,CA,0.752
8271,8,LOS ANGELES,0.752
9522,11,Voluntary non-profit - Private,0.752
7751,11,Government - Hospital District or Authority,0.752
2448,11,Government - Hospital District or Authority,0.752
4951,3,WASHINGTON REGIONAL MED CTR AT NO HILLS,0.752
9028,6,CA,0.752
8894,4,900 HYDE ST,0.752
5722,9,8705238911,0.752
8671,5,MARYSVILLE,0.752
5792,14,HF-1,0.752
3139,12,Yes,0.752
9347,11,Voluntary non-profit - Private,0.752
6407,10,Critical Access Hospitals,0.752
8676,3,PETALUMA VALLEY HOSPITAL,0.752
6407,16,67%,0.752
7352,7,93291,0.752
4133,18,AZ_PN-4,0.752
3522,3,BANNER BOSWELL MEDICAL CENTER,0.752
7854,5,OXNARD,0.752
6642,16,59%,0.752
7854,10,Acute Care Hospitals,0.752
1271,5,EUFAULA,0.752
6538,9,5109772300,0.752
8215,7,95816,0.752
3573,6,AZ,0.752
9103,16,100%,0.752
6306,5,NASHVILLE,0.751
1371,2,10083,0.751
3663,6,AZ,0.751
6288,12,Yes,0.751
1513,10,Acute Care Hospitals,0.751
5887,10,Acute Care - VA Medical Center,0.751
9619,4,200 WEST ARBOR DRIVE,0.751
5015,9,4794952241,0.751
8254,18,CA_SCIP-VTE-1,0.751
8893,12,Yes,0.751
8307,5,SAN MATEO,0.751
8421,10,Acute Care Hospitals,0.751
4796,5,BISBEE,0.751
7434,18,CA_PN-4,0.751
7175,5,RED BLUFF,0.751
3775,17,0 patients,0.751
5196,2,40020,0.751
5152,5,VAN BUREN,0.751
5933,18,AR_SCIP-VTE-1,0.751
9541,6,CA,0.751
5291,6,AR,0.751
6589,8,BRADLEY,0.751
3663,8,GRAHAM,0.751
8835,11,Voluntary non-profit - Other,0.751
2947,17,36 patients,0.751
2699,15,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,0.751
9154,6,CA,0.751
2677,18,AK_PN-7,0.751
8830,16,50%,0.751
271,3,SHELBY BAPTIST MEDICAL CENTER,0.751
4706,5,POLACCA,0.751
5940,5,JONESBORO,0.751
9132,7,94598,0.751
3670,5,LAKE HAVASU CITY,0.751
5744,10,Acute Care Hospitals,0.751
4616,6,AZ,0.751
3419,15,Pneumonia Patients Assessed and Given Influenza Vaccination,0.751
4784,16,100%,0.751
6212,13,Surgical Infection Prevention,0.751
8171,7,90262,0.751
8128,6,CA,0.751
9928,3,SIERRA VIEW DISTRICT HOSPITAL,0.751
7579,7,94589,0.751
6316,7,72543,0.751
944,17,5 patients,0.751
7139,8,LOS ANGELES,0.751
9117,5,TURLOCK,0.751
9968,13,Surgical Infection Prevention,0.751
4640,2,31302,0.751
4593,10,Critical Access Hospitals,0.751
2784,8,SITKA,0.751
3707,12,Yes,0.751
2522,6,LA,0.751
5169,4,2215 WILDWOOD AVENUE,0.751
8665,11,Voluntary non-profit - Other,0.751
4603,11,Government - Hospital District or Authority,0.751
4437,16,94%,0.751
9918,10,Acute Care - VA Medical Center,0.751
3726,6,AZ,0.751
5218,5,SPRINGDALE,0.751
8788,17,35 patients,0.751
7998,11,Proprietary,0.751
2278,10,Acute Care Hospitals,0.751
6674,6,CA,0.751
7934,12,Yes,0.751
9894,6,CA,0.751
8319,5,SAN MATEO,0.751
8068,16,91%,0.751
1092,11,Voluntary non-profit - Other,0.751
2699,10,Acute Care Hospitals,0.751
3998,6,AZ,0.751
3599,12,Yes,0.751
2252,12,No,0.751
8662,5,MARYSVILLE,0.751
8537,4,1325 COTTONWOOD STREET,0.751
1493,4,295 JACKSON HWY S,0.751
2847,8,KETCHIKAN GATEWAY,0.751
3734,4,5102 WEST CAMPBELL AVENUE,0.751
2868,11,Government - Local,0.751
3573,16,100%,0.751
4331,7,86426,0.751
1570,17,6 patients,0.751
1738,13,Pneumonia,0.751
1025,11,Government - Local,0.751
2330,5,MUSCLE SHOALS,0.751
2313,2,10152,0.751
8640,13,Heart Attack,0.751
9968,16,97%,0.751
