ind,attr,val,expectation
8597,10,Acute Care Hospitals,0.76
3466,16,100%,0.76
7496,16,100%,0.76
6475,17,0 patients,0.76
1371,11,Proprietary,0.76
8342,6,CA,0.76
9257,6,CA,0.759
1974,13,Surgical Infection Prevention,0.759
6996,13,Pneumonia,0.759
8267,6,CA,0.759
147,11,Proprietary,0.759
837,11,Voluntary non-profit - Private,0.759
2753,8,ANCHORAGE,0.759
2522,10,Critical Access Hospitals,0.759
741,11,Government - Hospital District or Authority,0.759
327,6,AL,0.759
8462,11,Voluntary non-profit - Other,0.759
5335,6,AR,0.759
6774,10,Acute Care Hospitals,0.759
8432,10,Acute Care Hospitals,0.759
1709,11,Proprietary,0.759
8378,13,Surgical Infection Prevention,0.759
3878,6,AZ,0.759
516,11,Voluntary non-profit - Private,0.759
8788,6,CA,0.759
1920,13,Surgical Infection Prevention,0.759
8555,11,Voluntary non-profit - Other,0.759
1434,10,Acute Care Hospitals,0.759
5065,6,AR,0.758
7852,10,Acute Care Hospitals,0.758
7672,16,100%,0.758
2765,3,ALASKA NATIVE MEDICAL CENTER,0.758
735,11,Government - Hospital District or Authority,0.758
3854,13,Pneumonia,0.758
5970,16,100%,0.758
8462,6,CA,0.758
771,12,Yes,0.758
2252,10,Acute Care - VA Medical Center,0.758
7969,13,Surgical Infection Prevention,0.758
7139,12,Yes,0.758
5392,6,AR,0.758
4675,11,Voluntary non-profit - Private,0.758
3117,12,Yes,0.758
3913,13,Surgical Infection Prevention,0.757
686,11,Government - State,0.757
9965,12,Yes,0.757
9350,6,CA,0.757
8963,16,100%,0.757
4768,12,No,0.757
6002,13,Surgical Infection Prevention,0.757
7434,6,CA,0.757
4139,11,Government - Local,0.757
8835,13,Heart Failure,0.757
2989,11,Voluntary non-profit - Other,0.757
4869,6,AZ,0.757
9887,12,No,0.757
5548,12,Yes,0.757
6087,10,Acute Care Hospitals,0.757
4838,11,Proprietary,0.756
7134,10,Acute Care Hospitals,0.756
1318,12,Yes,0.756
3804,11,Government - Federal,0.756
9583,10,Acute Care Hospitals,0.756
3776,10,Acute Care Hospitals,0.756
8987,10,Acute Care Hospitals,0.756
6487,11,Voluntary non-profit - Other,0.756
139,10,Acute Care Hospitals,0.756
3780,12,Yes,0.756
5826,12,Yes,0.756
7852,11,Voluntary non-profit - Church,0.756
4331,10,Acute Care Hospitals,0.756
5638,16,100%,0.756
899,11,Voluntary non-profit - Other,0.756
2765,11,Government - Federal,0.756
2330,10,Acute Care Hospitals,0.756
9164,10,Acute Care Hospitals,0.756
1887,12,Yes,0.756
8963,12,Yes,0.756
3989,11,Voluntary non-profit - Private,0.756
8830,6,CA,0.756
3667,10,Acute Care Hospitals,0.756
2726,11,Voluntary non-profit - Other,0.756
8426,6,CA,0.756
9619,6,CA,0.755
8532,6,CA,0.755
3670,12,No,0.755
1738,12,Yes,0.755
8894,12,Yes,0.755
5291,6,AR,0.755
7336,6,CA,0.755
51,10,Acute Care Hospitals,0.755
5152,12,Yes,0.755
5169,10,Acute Care Hospitals,0.755
6538,4,#4 HOSPITAL DRIVE,0.755
3943,11,Government - Hospital District or Authority,0.755
6476,10,Critical Access Hospitals,0.755
5583,11,Voluntary non-profit - Other,0.755
9583,16,100%,0.755
4222,15,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),0.755
5849,12,Yes,0.755
2868,10,Critical Access Hospitals,0.755
6036,12,Yes,0.755
7751,16,100%,0.755
1104,12,Yes,0.755
3294,11,Government - Local,0.755
6697,12,Yes,0.755
1005,12,Yes,0.755
7948,11,Voluntary non-profit - Private,0.755
4876,6,AZ,0.755
36,12,Yes,0.755
5970,6,AR,0.754
1558,16,100%,0.754
1922,16,100%,0.754
8686,10,Acute Care Hospitals,0.754
8662,6,CA,0.754
8610,12,Yes,0.754
2278,11,Proprietary,0.754
6355,11,Voluntary non-profit - Private,0.754
3726,12,Yes,0.754
3014,10,Acute Care Hospitals,0.754
8110,11,Voluntary non-profit - Private,0.754
4743,8,APACHE,0.754
5197,6,AR,0.754
1974,16,100%,0.754
7376,10,Acute Care Hospitals,0.754
1934,10,Acute Care Hospitals,0.754
419,16,100%,0.754
2370,12,Yes,0.754
5616,12,Yes,0.754
9498,11,Voluntary non-profit - Other,0.754
9937,6,CA,0.754
6919,12,No,0.754
12,16,100%,0.754
5021,11,Voluntary non-profit - Other,0.753
2726,12,Yes,0.753
861,12,Yes,0.753
8110,12,Yes,0.753
257,11,Government - Federal,0.753
2036,10,Acute Care Hospitals,0.753
8219,16,100%,0.753
8403,11,Proprietary,0.753
2729,16,100%,0.753
4866,10,Critical Access Hospitals,0.753
5555,13,Surgical Infection Prevention,0.753
6374,10,Critical Access Hospitals,0.753
5213,12,No,0.753
1163,13,Heart Attack,0.753
1573,17,1 patients,0.753
7819,13,Surgical Infection Prevention,0.753
1997,8,BALDWIN,0.753
3247,13,Surgical Infection Prevention,0.753
4102,10,Acute Care Hospitals,0.753
944,12,No,0.753
8215,12,Yes,0.753
3670,10,Acute Care Hospitals,0.753
4292,11,Proprietary,0.753
979,12,Yes,0.753
3901,11,Proprietary,0.753
8948,11,Proprietary,0.753
5268,12,Yes,0.753
3139,11,Government - State,0.753
6371,13,Heart Attack,0.753
2247,11,Voluntary non-profit - Private,0.753
7230,16,100%,0.753
3625,17,10 patients,0.753
9386,12,Yes,0.753
4697,10,Critical Access Hospitals,0.753
8676,10,Acute Care Hospitals,0.753
7388,12,Yes,0.753
3428,6,AZ,0.753
5425,13,Surgical Infection Prevention,0.753
8955,11,Government - Local,0.753
979,10,Acute Care Hospitals,0.753
5346,6,AR,0.753
6845,8,AMADOR,0.753
8174,10,Acute Care Hospitals,0.753
133,12,Yes,0.753
7728,6,CA,0.753
8421,6,CA,0.752
1152,16,100%,0.752
4975,12,Yes,0.752
4876,10,Childrens,0.752
3950,12,Yes,0.752
9225,6,CA,0.752
2868,11,Government - Local,0.752
5722,13,Pneumonia,0.752
4616,10,Critical Access Hospitals,0.752
3354,12,Yes,0.752
3983,6,AZ,0.752
2392,11,Government - Hospital District or Authority,0.752
1725,12,Yes,0.752
8274,13,Surgical Infection Prevention,0.752
2027,10,Acute Care Hospitals,0.752
8686,12,Yes,0.752
6549,17,0 patients,0.752
3582,6,AZ,0.752
7171,10,Acute Care Hospitals,0.752
1922,11,Voluntary non-profit - Church,0.752
7858,6,CA,0.752
9154,16,100%,0.752
6476,11,Voluntary non-profit - Other,0.752
2949,10,Acute Care Hospitals,0.752
4368,12,Yes,0.752
4784,11,Voluntary non-profit - Other,0.752
7243,17,1 patients,0.752
3711,10,Acute Care Hospitals,0.752
3428,16,100%,0.752
6642,10,Critical Access Hospitals,0.752
4838,6,AZ,0.752
1862,13,Pneumonia,0.752
6770,12,Yes,0.752
8319,13,Pneumonia,0.752
944,11,Voluntary non-profit - Private,0.752
5414,6,AR,0.752
9072,11,Government - State,0.752
9968,6,CA,0.751
5213,11,Proprietary,0.751
686,10,Acute Care Hospitals,0.751
5268,11,Voluntary non-profit - Other,0.751
4593,10,Critical Access Hospitals,0.751
2410,11,Government - State,0.751
6403,17,0 patients,0.751
6697,10,Acute Care Hospitals,0.751
3933,13,Surgical Infection Prevention,0.751
8110,6,CA,0.751
7644,11,Voluntary non-profit - Other,0.751
2568,10,Critical Access Hospitals,0.751
419,10,Acute Care Hospitals,0.751
1118,17,0 patients,0.751
9099,11,Voluntary non-profit - Private,0.751
4129,13,Heart Failure,0.751
8890,6,CA,0.751
6549,12,Yes,0.751
4719,10,Critical Access Hospitals,0.751
5278,10,Acute Care Hospitals,0.751
8267,10,Acute Care Hospitals,0.751
5789,17,0 patients,0.751
9022,11,Voluntary non-profit - Church,0.751
7793,12,Yes,0.751
5946,13,Pneumonia,0.751
6674,10,Acute Care Hospitals,0.751
9166,13,Pneumonia,0.751
9461,10,Acute Care Hospitals,0.751
8356,6,CA,0.751
7335,6,CA,0.751
8378,6,CA,0.751
9103,11,Voluntary non-profit - Church,0.751
4919,6,AR,0.751
3040,12,Yes,0.751
6429,16,100%,0.751
2247,6,L,0.751
7819,6,CA,0.75
3854,12,Yes,0.75
7607,12,Yes,0.75
1738,13,Pneumonia,0.75
9541,13,Pneumonia,0.75
7819,11,Voluntary non-profit - Private,0.75
9510,12,Yes,0.75
7883,13,Pneumonia,0.75
979,11,Proprietary,0.75
9267,12,Yes,0.75
4603,12,Yes,0.75
1920,10,Acute Care Hospitals,0.75
664,10,Acute Care Hospitals,0.75
4133,6,AZ,0.75
8342,13,Pneumonia,0.75
2459,10,Acute Care - VA Medical Center,0.75
5604,10,Acute Care Hospitals,0.75
4718,6,AZ,0.75
3200,13,Surgical Infection Prevention,0.75
6019,11,Proprietary,0.75
8168,6,CA,0.75
6555,10,Critical Access Hospitals,0.75
4975,10,Acute Care Hospitals,0.75
2641,10,Acute Care Hospitals,0.75
4675,6,AZ,0.75
6922,11,Government - Local,0.75
9195,6,CA,0.75
1118,10,Acute Care Hospitals,0.75
3117,13,Pneumonia,0.75
4229,12,Yes,0.75
8555,13,Surgical Infection Prevention,0.75
9920,13,Surgical Infection Prevention,0.75
3917,11,Government - Hospital District or Authority,0.75
4129,10,Acute Care Hospitals,0.75
6429,10,Critical Access Hospitals,0.75
3186,10,Acute Care Hospitals,0.75
6059,10,Acute Care Hospitals,0.75
2502,11,Government Federal,0.75
8698,11,Voluntary non-profit - Other,0.75
1998,8,BALDWIN,0.75
9036,12,Yes,0.75
9887,13,Pneumonia,0.75
4826,12,Yes,0.75
8929,10,Acute Care Hospitals,0.75
31,11,Government - Hospital District or Authority,0.749
8684,6,CA,0.749
5046,10,Acute Care Hospitals,0.749
8862,11,Voluntary non-profit - Other,0.749
9918,13,Surgical Infection Prevention,0.749
4904,11,Voluntary non-profit - Private,0.749
3247,11,Voluntary non-profit - Private,0.749
5366,12,Yes,0.749
5849,11,Proprietary,0.749
7458,6,CA,0.749
3854,17,1 patients,0.749
6145,15,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0.749
3936,6,AZ,0.749
6070,12,Yes,0.749
3515,10,Acute Care Hospitals,0.749
3099,12,Yes,0.749
691,11,Government - State,0.749
107,12,No,0.749
4908,6,AR,0.749
9969,13,Surgical Infection Prevention,0.749
2247,16,100%,0.749
4981,6,AR,0.749
7336,3,ANTELOPE VALLEY HOSPITAL MED CENTER,0.749
8797,12,No,0.749
399,12,Yes,0.749
781,12,Yes,0.749
9968,12,Yes,0.749
9216,11,Government - Hospital District or Authority,0.749
2398,12,Yes,0.749
4023,12,Yes,0.749
4183,11,Proprietary,0.749
7141,16,100%,0.749
5287,10,Acute Care Hospitals,0.749
8462,10,Acute Care Hospitals,0.749
7103,6,CA,0.749
398,12,Yes,0.749
6723,10,Acute Care Hospitals,0.749
7044,10,Acute Care Hospitals,0.749
8403,13,Surgical Infection Prevention,0.749
3989,12,Yes,0.749
7126,12,Yes,0.749
4266,13,Surgical Infection Prevention,0.749
3451,11,Proprietary,0.749
2086,10,Acute Care Hospitals,0.749
5849,10,Acute Care Hospitals,0.749
3294,6,AZ,0.749
4035,10,Acute Care Hospitals,0.749
489,11,Government - Hospital District or Authority,0.749
6360,13,Surgical Infection Prevention,0.749
6681,11,Voluntary non-profit - Church,0.749
3232,12,Yes,0.749
977,10,Acute Care Hospitals,0.749
7004,11,Voluntary non-profit - Private,0.749
9031,10,Acute Care Hospitals,0.749
3573,12,Yes,0.749
4838,12,Yes,0.749
5638,12,Yes,0.748
5727,12,Yes,0.748
3300,11,Government - Local,0.748
3444,11,Proprietary,0.748
6601,12,Yes,0.748
8741,13,Pneumonia,0.748
7432,12,Yes,0.748
4183,10,Acute Care Hospitals,0.748
3040,16,100%,0.748
9795,11,Government - Hospital District or Authority,0.748
8118,10,Acute Care Hospitals,0.748
4227,12,Yes,0.748
8184,6,CA,0.748
6841,8,AMADOR,0.748
8499,10,Acute Care Hospitals,0.748
3929,13,Pneumonia,0.748
1936,10,Acute Care Hospitals,0.748
4706,12,Yes,0.748
7068,6,CA,0.748
7243,10,Acute Care Hospitals,0.748
6601,11,Government - Local,0.748
8496,12,Yes,0.748
4539,10,Acute Care - VA Medical Center,0.748
4478,11,Proprietary,0.748
3389,11,Voluntary non-profit - Other,0.748
2204,17,1 patients,0.748
8797,13,Surgical Infection Prevention,0.748
7141,11,Government - Local,0.748
1396,11,Government - Hospital District or Authority,0.748
398,11,Voluntary non-profit - Private,0.748
233,10,Acute Care Hospitals,0.748
8665,10,Acute Care Hospitals,0.748
1725,11,Voluntary non-profit - Other,0.748
7175,11,Voluntary non-profit - Church,0.748
303,12,Yes,0.748
6963,12,Yes,0.748
4738,13,Pneumonia,0.748
7335,3,ANTELOPE VALLEY HOSPITAL MED CENTER,0.748
9621,10,Acute Care Hospitals,0.748
9968,11,Government - State,0.748
8378,10,Acute Care Hospitals,0.748
3302,12,Yes,0.748
1276,10,Acute Care Hospitals,0.748
9906,17,1 patients,0.748
5219,12,No,0.748
2980,12,Yes,0.748
5278,12,Yes,0.748
771,17,0 patients,0.748
4558,11,Government Federal,0.748
6088,12,Yes,0.748
1624,11,Voluntary non-profit - Private,0.748
7552,6,CA,0.748
3160,13,Heart Failure,0.748
5687,11,Proprietary,0.748
5521,12,Yes,0.748
5946,10,Acute Care Hospitals,0.748
1476,11,Voluntary non-profit - Other,0.748
5219,13,Pneumonia,0.748
6963,6,CA,0.748
3048,13,Surgical Infection Prevention,0.748
5555,11,Government - Local,0.748
3202,11,Voluntary non-profit - Other,0.748
8011,6,CA,0.748
7615,6,CA,0.748
1422,12,Yes,0.747
977,17,0 patients,0.747
8070,10,Acute Care Hospitals,0.747
3944,12,Yes,0.747
5981,13,Surgical Infection Prevention,0.747
7615,16,100%,0.747
5405,6,AR,0.747
6202,10,Critical Access Hospitals,0.747
3389,10,Acute Care Hospitals,0.747
7052,6,CA,0.747
9347,16,100%,0.747
8738,16,100%,0.747
4593,6,AZ,0.747
4675,10,Critical Access Hospitals,0.747
8118,12,Yes,0.747
9600,10,Acute Care Hospitals,0.747
1163,10,Acute Care Hospitals,0.747
6025,12,Yes,0.747
3784,6,AZ,0.747
8274,16,100%,0.747
9292,13,Surgical Infection Prevention,0.747
2011,10,Acute Care Hospitals,0.747
9347,10,Acute Care Hospitals,0.747
5966,6,AR,0.747
6706,10,Acute Care Hospitals,0.747
9019,6,CA,0.747
2624,11,Voluntary non-profit - Private,0.747
7672,11,Proprietary,0.747
2457,12,No,0.747
1817,11,Voluntary non-profit - Private,0.747
6429,11,Government - Local,0.747
4331,13,Pneumonia,0.747
668,12,Yes,0.747
3667,15,Heart Attack Patients Given Aspirin at Discharge,0.747
1456,10,Acute Care Hospitals,0.747
8935,12,Yes,0.747
2624,12,Yes,0.747
4869,10,Critical Access Hospitals,0.747
6610,12,Yes,0.747
8219,11,Voluntary non-profit - Other,0.747
5851,12,Yes,0.747
9028,12,Yes,0.747
4567,2,03033F,0.747
8788,10,Acute Care Hospitals,0.747
3929,12,Yes,0.747
5913,10,Acute Care Hospitals,0.747
9928,12,Yes,0.747
4743,6,AZ,0.747
8432,11,Voluntary non-profit - Other,0.747
6538,16,0%,0.747
4340,11,Proprietary,0.747
6697,6,CA,0.747
4017,13,Heart Attack,0.747
4697,13,Surgical Infection Prevention,0.747
5145,13,Pneumonia,0.747
887,10,Acute Care Hospitals,0.747
8869,6,CA,0.747
8829,11,Voluntary non-profit - Other,0.746
8660,12,Yes,0.746
2167,10,Acute Care Hospitals,0.746
4250,12,No,0.746
2398,11,Government - Hospital District or Authority,0.746
1300,12,No,0.746
9267,6,CA,0.746
7973,12,Yes,0.746
7044,12,Yes,0.746
5558,11,Government - Local,0.746
9195,10,Acute Care Hospitals,0.746
25,11,Government - Hospital District or Authority,0.746
3494,11,Government - Hospital District or Authority,0.746
6832,11,Government - Local,0.746
1388,12,Yes,0.746
6475,10,Critical Access Hospitals,0.746
8890,11,Voluntary non-profit - Private,0.746
8713,13,Pneumonia,0.746
2765,10,Acute Care Hospitals,0.746
5248,11,Voluntary non-profit - Church,0.746
9132,12,Yes,0.746
6429,12,Yes,0.746
5152,11,Proprietary,0.746
3663,10,Acute Care Hospitals,0.746
5673,12,Yes,0.746
3202,12,Yes,0.746
5313,15,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,0.746
6145,10,Critical Access Hospitals,0.746
2591,10,Acute Care Hospitals,0.746
4719,13,Surgical Infection Prevention,0.746
8650,13,Pneumonia,0.746
7854,6,CA,0.746
3625,10,Acute Care Hospitals,0.746
5770,4,#1 MEDICAL PARK DRIVE,0.746
5466,10,Acute Care Hospitals,0.746
4826,10,Critical Access Hospitals,0.746
6371,10,Critical Access Hospitals,0.746
5727,13,Surgical Infection Prevention,0.746
3854,6,AZ,0.746
1513,11,Government - Hospital District or Authority,0.746
5050,11,Proprietary,0.746
3036,11,Voluntary non-profit - Other,0.746
6212,6,AR,0.746
8171,11,Voluntary non-profit - Church,0.746
3726,6,AZ,0.746
1723,8,AUTAUGA,0.746
8894,6,CA,0.746
8555,12,Yes,0.746
664,13,Surgical Infection Prevention,0.746
7007,10,Acute Care Hospitals,0.746
3300,13,Surgical Infection Prevention,0.746
1732,10,Acute Care Hospitals,0.746
7483,13,Pneumonia,0.746
8559,10,Acute Care Hospitals,0.746
3878,11,Proprietary,0.746
5706,10,Acute Care Hospitals,0.746
7175,10,Acute Care Hospitals,0.746
9583,12,Yes,0.746
9563,10,Acute Care Hospitals,0.746
4908,16,100%,0.746
5953,12,Yes,0.746
1558,10,Acute Care Hospitals,0.746
6307,13,Surgical Infection Prevention,0.746
7139,17,0 patients,0.746
3453,10,Acute Care Hospitals,0.746
7530,12,Yes,0.746
1271,8,BARBOUR,0.746
4222,12,Yes,0.746
9440,6,CA,0.746
5559,11,Government - Local,0.746
6393,12,Yes,0.746
4796,13,Surgical Infection Prevention,0.746
3160,11,Voluntary non-profit - Church,0.746
211,11,Voluntary non-profit - Private,0.746
7874,6,CA,0.746
9216,6,CA,0.746
7230,6,CA,0.746
9887,6,CA,0.745
5196,12,Yes,0.745
5555,12,Yes,0.745
7607,11,Voluntary non-profit - Other,0.745
7051,13,Surgical Infection Prevention,0.745
9626,16,100%,0.745
9378,6,CA,0.745
9969,12,Yes,0.745
7607,10,Acute Care Hospitals,0.745
4558,4,1003 WILLOW CREEK ROAD,0.745
9227,11,Voluntary non-profit - Other,0.745
5792,11,Proprietary,0.745
5673,4,1001 SCHNEIDER DRIVE,0.745
1573,12,Yes,0.745
7789,13,Surgical Infection Prevention,0.745
3998,11,Voluntary non-profit - Private,0.745
4760,10,Critical Access Hospitals,0.745
5981,17,1 patients,0.745
4743,11,Voluntary non-profit - Private,0.745
9247,10,Acute Care Hospitals,0.745
5510,12,Yes,0.745
5761,4,#1 MEDICAL PARK DRIVE,0.745
2459,11,Government Federal,0.745
7579,16,100%,0.745
8477,6,CA,0.745
8219,10,Acute Care Hospitals,0.745
1276,8,BARBOUR,0.745
1615,10,Acute Care Hospitals,0.745
1567,11,Government - State,0.745
4924,13,Surgical Infection Prevention,0.745
9632,12,Yes,0.745
151,11,Proprietary,0.745
6919,13,Surgical Infection Prevention,0.745
7857,10,Acute Care Hospitals,0.745
6408,10,Critical Access Hospitals,0.745
489,12,Yes,0.745
8165,11,Voluntary non-profit - Church,0.745
8496,11,Voluntary non-profit - Church,0.745
5185,11,Voluntary non-profit - Church,0.745
3139,6,CA,0.745
4778,4,101 COLE AVENUE,0.745
12,11,Government - Hospital District or Authority,0.745
3711,11,Government - Federal,0.745
4411,12,Yes,0.745
7644,6,CA,0.745
3451,12,No,0.745
1042,12,Yes,0.745
6681,6,CA,0.745
8948,6,CA,0.745
3647,11,Government - Hospital District or Authority,0.745
3804,12,Yes,0.745
2458,10,Acute Care - VA Medical Center,0.745
7883,12,Yes,0.745
8477,12,Yes,0.745
8630,13,Surgical Infection Prevention,0.745
5953,6,AR,0.745
2861,11,Voluntary non-profit - Church,0.745
1817,12,Yes,0.745
1997,16,100%,0.745
5792,6,AR,0.745
4925,13,Surgical Infection Prevention,0.745
5521,6,AR,0.745
8894,13,Surgical Infection Prevention,0.745
3048,3,ARIZONA HEART HOSPITAL,0.745
9960,10,Acute Care Hospitals,0.745
6477,10,Critical Access Hospitals,0.745
5467,6,AR,0.745
7007,13,Surgical Infection Prevention,0.745
861,10,Acute Care Hospitals,0.745
5023,6,AR,0.744
7501,12,No,0.744
8296,12,Yes,0.744
5023,10,Acute Care Hospitals,0.744
7900,10,Acute Care Hospitals,0.744
9050,6,CA,0.744
8788,11,Voluntary non-profit - Private,0.744
2985,13,Surgical Infection Prevention,0.744
1097,12,Yes,0.744
977,12,Yes,0.744
6371,15,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),0.744
1721,8,AUTAUGA,0.744
5065,10,Acute Care Hospitals,0.744
6919,17,102 patients,0.744
3689,12,No,0.744
4919,10,Acute Care Hospitals,0.744
911,11,Proprietary,0.744
7021,12,Yes,0.744
5851,10,Acute Care Hospitals,0.744
664,12,No,0.744
6371,6,AR,0.744
7376,17,0 patients,0.744
9056,3,ANAHEIM GENERAL HOSPITAL,0.744
5438,12,Yes,0.744
9969,6,CA,0.744
3249,13,Surgical Infection Prevention,0.744
5127,12,Yes,0.744
172,10,Acute Care Hospitals,0.744
7761,12,Yes,0.744
5774,11,Voluntary non-profit - Private,0.744
6316,6,AR,0.744
7126,11,Voluntary non-profit - Private,0.744
2815,10,Critical Access Hospitals,0.744
6002,11,Voluntary non-profit - Private,0.744
9806,11,Government - Local,0.744
8731,16,100%,0.744
6393,6,AR,0.744
2942,10,Acute Care Hospitals,0.744
3772,11,Government - Federal,0.744
5291,11,Voluntary non-profit - Private,0.744
3619,12,Yes,0.744
1594,10,Acute Care Hospitals,0.744
3389,12,Yes,0.744
8278,10,Acute Care Hospitals,0.744
5559,10,Acute Care Hospitals,0.744
690,11,Government - State,0.744
1971,11,Proprietary,0.744
5756,11,Government - Local,0.744
9185,6,CA,0.744
7171,13,Pneumonia,0.744
7595,13,Surgical Infection Prevention,0.744
1738,11,Voluntary non-profit - Other,0.744
185,12,Yes,0.744
5145,12,Yes,0.744
3428,11,Proprietary,0.744
317,11,Proprietary,0.744
6444,16,100%,0.744
9806,12,Yes,0.744
4411,6,AZ,0.744
3811,13,Surgical Infection Prevention,0.744
6345,6,AR,0.744
3919,10,Acute Care Hospitals,0.744
3794,12,Yes,0.744
4377,11,Voluntary non-profit - Church,0.744
4965,12,Yes,0.744
3300,12,Yes,0.744
9574,12,Yes,0.744
5761,11,Voluntary non-profit - Private,0.744
3442,12,No,0.744
1844,10,Acute Care Hospitals,0.744
2372,10,Acute Care Hospitals,0.744
6819,11,Voluntary non-profit - Church,0.744
8215,11,Voluntary non-profit - Other,0.744
2580,16,100%,0.744
7501,11,Voluntary non-profit - Other,0.744
6485,10,Critical Access Hospitals,0.744
2335,11,Government - Hospital District or Authority,0.744
9192,13,Surgical Infection Prevention,0.744
3983,11,Voluntary non-profit - Private,0.744
5438,17,0 patients,0.744
1005,10,Acute Care Hospitals,0.744
3824,12,Yes,0.744
6745,11,Voluntary non-profit - Private,0.744
3355,12,Yes,0.744
3689,11,Proprietary,0.744
7973,6,CA,0.744
7265,12,Yes,0.743
3238,12,Yes,0.743
8532,12,Yes,0.743
2335,12,Yes,0.743
5050,13,Surgical Infection Prevention,0.743
8206,10,Acute Care Hospitals,0.743
662,12,No,0.743
5887,16,100%,0.743
8214,13,Heart Failure,0.743
290,12,Yes,0.743
4102,12,Yes,0.743
9547,12,Yes,0.743
9610,6,CA,0.743
4832,10,Critical Access Hospitals,0.743
4908,11,Voluntary non-profit - Private,0.743
1175,12,Yes,0.743
9979,8,ALAMEDA,0.743
4558,16,100%,0.743
8014,10,Acute Care Hospitals,0.743
6921,12,No,0.743
2313,10,Acute Care Hospitals,0.743
6059,12,Yes,0.743
492,10,Acute Care Hospitals,0.743
3775,10,Acute Care Hospitals,0.743
858,10,Acute Care Hospitals,0.743
3644,6,AZ,0.743
4778,6,AZ,0.743
1280,10,Acute Care Hospitals,0.743
9522,13,Surgical Infection Prevention,0.743
2269,12,No,0.743
6790,6,CA,0.743
3355,6,AZ,0.743
5218,10,Acute Care Hospitals,0.743
1318,10,Acute Care Hospitals,0.743
5613,6,AR,0.743
1573,16,100%,0.743
8892,12,Yes,0.743
6819,16,100%,0.743
4672,11,Voluntary non-profit - Private,0.743
4657,10,Critical Access Hospitals,0.743
9192,11,Voluntary non-profit - Church,0.743
9498,12,Yes,0.743
2260,11,Government Federal,0.743
2459,12,No,0.743
4139,12,Yes,0.743
2641,11,Proprietary,0.743
8287,12,Yes,0.743
4266,6,AZ,0.743
5811,11,Proprietary,0.743
8735,12,Yes,0.743
7819,10,Acute Care Hospitals,0.743
3057,11,Voluntary non-profit - Private,0.743
6403,11,Government - Local,0.743
9960,6,CA,0.743
