ind,attr,val,expectation
3726,5,TUBA CITY,0.759
5946,6,AR,0.759
8184,16,100%,0.759
4538,10,Acute Care - VA Medical Center,0.759
3522,11,Voluntary non-profit - Other,0.759
7044,13,Pneumonia,0.759
2580,6,AL,0.759
7728,12,Yes,0.759
5981,6,AR,0.759
5313,15,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,0.759
858,17,0 patients,0.759
646,11,Government - Local,0.759
9498,10,Acute Care Hospitals,0.759
9894,17,0 patients,0.759
9498,11,Voluntary non-profit - Other,0.758
9256,12,Yes,0.758
5504,5,FORT SMITH,0.758
2392,11,Government - Hospital District or Authority,0.758
7644,11,Voluntary non-profit - Other,0.758
2372,11,Proprietary,0.758
4008,10,Acute Care Hospitals,0.758
2392,10,Acute Care Hospitals,0.758
3112,12,Yes,0.758
4719,6,AZ,0.758
8869,13,Surgical Infection Prevention,0.758
6016,11,Proprietary,0.758
2252,16,100%,0.758
4760,10,Critical Access Hospitals,0.758
5811,10,Acute Care Hospitals,0.758
954,10,Acute Care Hospitals,0.758
8480,5,GLENDALE,0.758
8287,12,Yes,0.758
2279,15,Heart Attack Patients Given Beta Blocker at Discharge,0.758
4925,12,Yes,0.758
3784,12,Yes,0.758
8206,11,Voluntary non-profit - Other,0.757
9329,6,CA,0.757
5521,10,Acute Care Hospitals,0.757
9979,8,ALAMEDA,0.757
9227,5,LAGUNA BEACH,0.757
9806,12,Yes,0.757
5015,12,Yes,0.757
3281,11,Government - Local,0.757
9072,6,CA,0.757
4567,10,Acute Care - VA Medical Center,0.757
258,11,Government - Federal,0.757
9350,5,LANCASTER,0.757
2104,11,Proprietary,0.757
6392,6,AR,0.757
5940,12,Yes,0.757
3471,6,AZ,0.757
8342,13,Pneumonia,0.757
6025,10,Acute Care Hospitals,0.757
862,10,Acute Care Hospitals,0.757
7103,11,Government - Local,0.757
4384,11,Voluntary non-profit - Church,0.757
9642,11,Voluntary non-profit - Other,0.757
3667,12,No,0.757
5291,10,Acute Care Hospitals,0.757
6316,11,Voluntary non-profit - Private,0.757
8051,6,CA,0.756
4558,4,1003 WILLOW CREEK ROAD,0.756
4981,5,ROGERS,0.756
2594,10,Acute Care Hospitals,0.756
1318,11,Government - Local,0.756
2942,10,Acute Care Hospitals,0.756
9955,15,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0.756
2591,8,ANCHORAGE,0.756
9531,3,AHMC ANAHEIM REGIONAL MEDICAL CENTER,0.756
4198,6,AZ,0.756
9906,6,CA,0.756
4981,10,Acute Care Hospitals,0.756
4377,10,Acute Care Hospitals,0.756
3989,11,Voluntary non-profit - Private,0.756
6475,10,Critical Access Hospitals,0.756
5308,11,Voluntary non-profit - Other,0.756
2401,10,Acute Care Hospitals,0.756
3522,12,Yes,0.756
7883,5,STOCKTON,0.756
3249,6,AZ,0.756
3657,13,Pneumonia,0.756
1699,11,Proprietary,0.756
8378,5,NORTHRIDGE,0.756
8860,6,CA,0.756
2410,12,Yes,0.755
8513,10,Acute Care Hospitals,0.755
8830,11,Voluntary non-profit - Other,0.755
7838,10,Acute Care Hospitals,0.755
3856,5,CHINLE,0.755
489,13,Surgical Infection Prevention,0.755
9968,12,Yes,0.755
2252,10,Acute Care - VA Medical Center,0.755
1388,5,DECATUR,0.755
1927,5,TROY,0.755
2877,11,Government - Local,0.755
6366,12,Yes,0.755
5287,5,CONWAY,0.755
9541,10,Acute Care Hospitals,0.755
6996,6,CA,0.755
4065,11,Proprietary,0.755
8894,6,CA,0.755
9292,12,Yes,0.755
4768,12,No,0.755
2847,17,0 patients,0.755
6557,5,DUMAS,0.755
5266,12,Yes,0.755
6249,11,Government - Local,0.755
4008,11,Voluntary non-profit - Private,0.755
4989,6,AR,0.755
5789,6,AR,0.755
6403,17,0 patients,0.755
5154,10,Acute Care Hospitals,0.755
6082,12,Yes,0.755
9185,10,Acute Care Hospitals,0.755
2814,11,Government - Local,0.754
3186,11,Voluntary non-profit - Other,0.754
7040,10,Acute Care Hospitals,0.754
3300,12,Yes,0.754
1673,12,Yes,0.754
4562,4,1003 WILLOW CREEK ROAD,0.754
8014,10,Acute Care Hospitals,0.754
2027,11,Proprietary,0.754
7948,12,Yes,0.754
5419,10,Acute Care Hospitals,0.754
2765,8,ANCHORAGE,0.754
9421,10,Acute Care Hospitals,0.754
3200,13,Surgical Infection Prevention,0.754
9750,16,100%,0.754
3670,11,Proprietary,0.754
399,5,PRATTVILLE,0.754
8597,13,Pneumonia,0.754
9502,5,PARADISE,0.754
5673,11,Voluntary non-profit - Private,0.754
182,12,Yes,0.754
7336,12,Yes,0.754
3139,12,Yes,0.754
8621,11,Voluntary non-profit - Other,0.754
2624,11,Voluntary non-profit - Private,0.754
2732,13,Pneumonia,0.754
9256,10,Acute Care Hospitals,0.754
5687,5,HOT SPRINGS,0.754
4205,6,AZ,0.754
4227,12,Yes,0.754
8684,12,Yes,0.754
7230,10,Acute Care Hospitals,0.754
9806,6,CA,0.754
8393,6,CA,0.754
8241,6,CA,0.754
7900,5,SAN BERNARDINO,0.754
6921,6,CA,0.754
4129,11,Government - Local,0.753
1282,12,No,0.753
3238,11,Voluntary non-profit - Private,0.753
8128,12,Yes,0.753
9253,5,WATSONVILLE,0.753
8551,11,Voluntary non-profit - Other,0.753
139,16,100%,0.753
5196,10,Acute Care Hospitals,0.753
1227,6,AL,0.753
8860,5,GRASS VALLEY,0.753
8665,11,Voluntary non-profit - Other,0.753
8840,10,Acute Care Hospitals,0.753
4139,16,100%,0.753
1545,5,WETUMPKA,0.753
8303,11,Government - State,0.753
3711,13,Surgical Infection Prevention,0.753
9247,10,Acute Care Hospitals,0.753
2814,12,Yes,0.753
2725,10,Acute Care Hospitals,0.753
8735,5,LOS ANGELES,0.753
5604,12,Yes,0.753
6145,10,Critical Access Hospitals,0.753
3929,6,AZ,0.753
7529,6,CA,0.753
4616,6,AZ,0.753
4139,10,Acute Care Hospitals,0.753
6075,12,Yes,0.753
8665,5,MARYSVILLE,0.753
5504,10,Acute Care Hospitals,0.753
2732,11,Voluntary non-profit - Other,0.753
9386,6,CA,0.753
9510,16,100%,0.753
8480,10,Acute Care Hospitals,0.753
6514,13,Surgical Infection Prevention,0.753
3644,11,Government - Hospital District or Authority,0.753
5021,12,Yes,0.753
926,5,GADSDEN,0.753
9955,12,Yes,0.753
6333,10,Critical Access Hospitals,0.753
419,11,Voluntary non-profit - Other,0.753
8011,5,CASTRO VALLEY,0.753
7389,10,Acute Care Hospitals,0.753
2699,11,Government - Federal,0.753
1725,10,Acute Care Hospitals,0.753
9656,10,Acute Care Hospitals,0.752
2784,10,Acute Care Hospitals,0.752
7607,6,CA,0.752
8860,12,Yes,0.752
1539,11,Voluntary non-profit - Other,0.752
3901,6,AZ,0.752
4877,10,Childrens,0.752
8876,6,CA,0.752
5335,12,Yes,0.752
6087,10,Acute Care Hospitals,0.752
456,11,Government - Hospital District or Authority,0.752
6019,10,Acute Care Hospitals,0.752
8432,11,Voluntary non-profit - Other,0.752
6444,12,No,0.752
5947,12,Yes,0.752
6392,5,OSCEOLA,0.752
8735,10,Acute Care Hospitals,0.752
3512,12,Yes,0.752
8948,12,Yes,0.752
9192,16,100%,0.752
4593,6,AZ,0.752
7470,13,Surgical Infection Prevention,0.752
4139,5,MESA,0.752
2609,10,Acute Care Hospitals,0.752
8356,12,Yes,0.752
7458,12,Yes,0.752
864,17,101 patients,0.752
3770,5,SAN CARLOS,0.752
4719,12,Yes,0.752
3670,12,No,0.752
4340,5,FORT MOHAVE,0.752
6288,11,Voluntary non-profit - Other,0.752
8869,12,Yes,0.752
9955,11,Government - State,0.752
8206,16,100%,0.752
9225,11,Voluntary non-profit - Other,0.752
8219,10,Acute Care Hospitals,0.752
7790,6,CA,0.752
6681,6,CA,0.752
9510,11,Voluntary non-profit - Private,0.751
2732,16,100%,0.751
4738,12,Yes,0.751
2401,11,Government - Hospital District or Authority,0.751
8191,16,100%,0.751
3552,12,Yes,0.751
7863,12,No,0.751
7335,3,ANTELOPE VALLEY HOSPITAL MED CENTER,0.751
3943,6,AZ,0.751
4760,11,Proprietary,0.751
1998,5,BAY MINETTE,0.751
9376,5,GLENDORA,0.751
5947,10,Acute Care Hospitals,0.751
4135,17,1 patients,0.751
1271,10,Acute Care Hospitals,0.751
1499,12,Yes,0.751
9056,5,ANAHEIM,0.751
8110,11,Voluntary non-profit - Private,0.751
2847,11,Voluntary non-profit - Church,0.751
9227,6,CA,0.751
8549,6,CA,0.751
2036,10,Acute Care Hospitals,0.751
4274,6,AZ,0.751
9510,10,Acute Care Hospitals,0.751
2753,8,ANCHORAGE,0.751
8087,10,Acute Care Hospitals,0.751
8184,12,Yes,0.751
9464,6,CA,0.751
7789,10,Acute Care Hospitals,0.751
7751,12,Yes,0.751
3888,16,100%,0.751
8319,10,Acute Care Hospitals,0.751
5521,16,100%,0.751
7948,16,100%,0.751
3854,12,Yes,0.751
2457,12,No,0.751
5123,11,Voluntary non-profit - Private,0.751
5291,12,Yes,0.751
4796,10,Critical Access Hospitals,0.751
3689,6,AZ,0.751
2796,11,Government - Local,0.751
9541,12,Yes,0.751
4869,10,Critical Access Hospitals,0.751
1675,12,Yes,0.751
8202,12,Yes,0.751
3281,12,Yes,0.751
7241,11,Proprietary,0.751
7819,10,Acute Care Hospitals,0.751
6538,12,Yes,0.751
4384,10,Acute Care Hospitals,0.751
8171,11,Voluntary non-profit - Church,0.751
5419,6,AR,0.75
6036,12,Yes,0.75
151,11,Proprietary,0.75
9028,11,Voluntary non-profit - Private,0.75
3191,11,Voluntary non-profit - Other,0.75
2677,10,Acute Care Hospitals,0.75
2177,10,Acute Care Hospitals,0.75
2361,11,Proprietary,0.75
5554,16,100%,0.75
8206,12,Yes,0.75
2448,16,100%,0.75
5278,12,Yes,0.75
6922,6,CA,0.75
6555,11,Voluntary non-profit - Private,0.75
4258,13,Pneumonia,0.75
6921,10,Acute Care Hospitals,0.75
5196,12,Yes,0.75
1456,10,Acute Care Hospitals,0.75
7470,10,Acute Care Hospitals,0.75
9893,17,0 patients,0.75
5015,10,Acute Care Hospitals,0.75
5046,5,SEARCY,0.75
3040,12,Yes,0.75
6969,11,Voluntary non-profit - Church,0.75
5169,12,Yes,0.75
4265,10,Acute Care Hospitals,0.75
4719,13,Surgical Infection Prevention,0.75
8378,16,100%,0.75
7488,5,ORANGE,0.75
9600,12,Yes,0.75
6113,12,Yes,0.75
5278,10,Acute Care Hospitals,0.75
5483,16,100%,0.75
3824,11,Proprietary,0.75
3139,10,Acute Care Hospitals,0.75
7241,12,Yes,0.75
3139,6,CA,0.75
4904,10,Acute Care Hospitals,0.75
2269,13,Surgical Infection Prevention,0.75
8490,12,Yes,0.75
9056,3,ANAHEIM GENERAL HOSPITAL,0.75
9500,12,Yes,0.75
4035,11,Proprietary,0.75
771,12,Yes,0.75
9887,13,Pneumonia,0.75
8537,10,Acute Care Hospitals,0.75
6538,16,0%,0.75
5335,16,100%,0.75
9132,6,CA,0.75
4100,5,PHOENIX,0.749
9399,10,Acute Care Hospitals,0.749
7496,6,CA,0.749
6444,17,1 patients,0.749
6921,13,Surgical Infection Prevention,0.749
3888,5,TUCSON,0.749
1743,10,Acute Care Hospitals,0.749
5559,10,Acute Care Hospitals,0.749
4023,10,Acute Care Hospitals,0.749
8537,12,Yes,0.749
8206,10,Acute Care Hospitals,0.749
7388,6,CA,0.749
9632,6,CA,0.749
9164,11,Voluntary non-profit - Other,0.749
7257,5,OJAI,0.749
4760,17,1 patients,0.749
3354,12,Yes,0.749
3200,11,Voluntary non-profit - Other,0.749
8662,12,Yes,0.749
4539,11,Government Federal,0.749
6905,5,LOS ANGELES,0.749
3644,10,Acute Care Hospitals,0.749
4133,13,Pneumonia,0.749
6553,11,Voluntary non-profit - Private,0.749
7728,10,Acute Care Hospitals,0.749
9448,5,NORWALK,0.749
4292,13,Surgical Infection Prevention,0.749
8168,10,Acute Care Hospitals,0.749
398,11,Voluntary non-profit - Private,0.749
2204,11,Proprietary,0.749
638,12,Yes,0.749
3057,11,Voluntary non-profit - Private,0.749
1570,11,Government - Hospital District or Authority,0.749
2084,5,YORK,0.749
8426,11,Voluntary non-profit - Church,0.749
8296,11,Government - State,0.749
1844,12,Yes,0.749
8676,10,Acute Care Hospitals,0.749
1997,5,BAY MINETTE,0.749
6601,5,LAKE VILLAGE,0.749
3249,13,Surgical Infection Prevention,0.749
3775,5,SAN CARLOS,0.749
5405,6,AR,0.749
9965,6,CA,0.749
9920,13,Surgical Infection Prevention,0.749
9031,12,Yes,0.749
9421,13,Surgical Infection Prevention,0.749
6697,11,Voluntary non-profit - Church,0.749
3923,5,MESA,0.749
5015,6,AR,0.749
3933,5,MESA,0.749
5727,16,100%,0.748
1998,12,No,0.748
5335,11,Voluntary non-profit - Private,0.748
7790,11,Voluntary non-profit - Other,0.748
5405,5,WEST MEMPHIS,0.748
8935,16,100%,0.748
3036,11,Voluntary non-profit - Other,0.748
3804,11,Government - Federal,0.748
1472,17,0 patients,0.748
939,11,Voluntary non-profit - Private,0.748
4411,12,Yes,0.748
6770,11,Voluntary non-profit - Other,0.748
974,11,Proprietary,0.748
3929,12,Yes,0.748
8738,16,100%,0.748
4205,11,Government - State,0.748
1624,11,Voluntary non-profit - Private,0.748
6909,11,Proprietary,0.748
4989,10,Acute Care Hospitals,0.748
9378,16,100%,0.748
6145,15,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0.748
5696,13,Pneumonia,0.748
4760,5,WINSLOW,0.748
5722,11,Proprietary,0.748
8684,6,CA,0.748
436,11,Proprietary,0.748
4877,5,PHOENIX,0.748
3950,5,GLENDALE,0.748
6444,11,Voluntary non-profit - Private,0.748
6145,12,No,0.748
8555,12,Yes,0.748
1743,11,Voluntary non-profit - Other,0.748
7793,10,Acute Care Hospitals,0.748
7488,12,Yes,0.748
4368,12,Yes,0.748
2847,10,Critical Access Hospitals,0.748
8191,13,Heart Failure,0.748
147,17,1 patients,0.748
5521,5,FORT SMITH,0.748
8214,13,Heart Failure,0.748
9022,13,Surgical Infection Prevention,0.748
2742,18,AK_AMI-2,0.748
4981,6,AR,0.748
1725,12,Yes,0.748
3936,11,Government - Hospital District or Authority,0.748
5483,12,Yes,0.748
4719,10,Critical Access Hospitals,0.748
2567,10,Critical Access Hospitals,0.748
8267,10,Acute Care Hospitals,0.748
8068,10,Acute Care Hospitals,0.748
8184,6,CA,0.748
6088,16,100%,0.748
7141,10,Acute Care Hospitals,0.748
2580,11,Government - State,0.748
5887,16,100%,0.748
2458,12,No,0.748
7336,10,Acute Care Hospitals,0.748
6444,15,Heart Attack Patients Given Aspirin at Arrival,0.748
4675,5,DOUGLAS,0.748
8854,11,Voluntary non-profit - Other,0.748
966,11,Proprietary,0.748
3048,13,Surgical Infection Prevention,0.748
8378,13,Surgical Infection Prevention,0.748
6761,10,Acute Care Hospitals,0.748
8393,10,Acute Care Hospitals,0.747
8215,12,Yes,0.747
8687,13,Pneumonia,0.747
3625,10,Acute Care Hospitals,0.747
8893,11,Voluntary non-profit - Private,0.747
9421,11,Voluntary non-profit - Private,0.747
4411,11,Proprietary,0.747
3776,10,Acute Care Hospitals,0.747
901,12,Yes,0.747
5438,11,Voluntary non-profit - Private,0.747
5219,13,Pneumonia,0.747
4193,12,No,0.747
4227,16,16%,0.747
5455,11,Voluntary non-profit - Private,0.747
3647,12,No,0.747
2817,16,100%,0.747
9629,5,SAN LUIS OBISPO,0.747
8829,11,Voluntary non-profit - Other,0.747
9682,6,CA,0.747
5521,13,Pneumonia,0.747
9621,11,Voluntary non-profit - Other,0.747
7103,5,SAN JOSE,0.747
8604,12,Yes,0.747
9547,10,Acute Care Hospitals,0.747
3770,11,Government - Federal,0.747
2542,11,Voluntary non-profit - Other,0.747
6485,10,Critical Access Hospitals,0.747
4340,11,Proprietary,0.747
5970,16,100%,0.747
5311,6,AR,0.747
218,10,Acute Care Hospitals,0.747
6641,11,Voluntary non-profit - Church,0.747
2725,16,100%,0.747
887,10,Acute Care Hospitals,0.747
3784,6,AZ,0.747
6393,6,AR,0.747
5671,13,Pneumonia,0.747
4422,10,Acute Care Hospitals,0.747
489,10,Acute Care Hospitals,0.747
890,10,Acute Care Hospitals,0.747
5510,10,Acute Care Hospitals,0.747
1182,11,Government - Hospital District or Authority,0.747
9621,13,Surgical Infection Prevention,0.747
516,10,Acute Care Hospitals,0.747
1235,12,Yes,0.747
5849,11,Proprietary,0.747
5346,10,Acute Care Hospitals,0.747
9031,10,Acute Care Hospitals,0.747
6761,6,CA,0.747
1920,10,Acute Care Hospitals,0.747
6557,12,Yes,0.747
3200,16,100%,0.747
9378,11,Voluntary non-profit - Private,0.747
7265,12,Yes,0.747
417,12,No,0.747
8307,13,Heart Attack,0.747
5313,10,Acute Care Hospitals,0.747
7874,11,Voluntary non-profit - Church,0.747
954,5,GEORGIANA,0.747
9916,10,Acute Care - VA Medical Center,0.747
5638,16,100%,0.747
9563,11,Government - Local,0.747
8665,12,Yes,0.747
2372,12,Yes,0.747
9606,16,100%,0.747
8559,6,CA,0.747
5946,13,Pneumonia,0.747
3419,5,CHANDLER,0.747
3983,12,Yes,0.746
4017,11,Proprietary,0.746
7777,6,CA,0.746
3444,11,Proprietary,0.746
9227,11,Voluntary non-profit - Other,0.746
861,12,Yes,0.746
8788,13,Pneumonia,0.746
4558,5,PRESCOTT,0.746
8676,11,Voluntary non-profit - Other,0.746
7365,12,Yes,0.746
3772,10,Acute Care Hospitals,0.746
3580,13,Surgical Infection Prevention,0.746
9906,16,0%,0.746
8270,12,No,0.746
5218,13,Pneumonia,0.746
9103,5,TURLOCK,0.746
4706,10,Critical Access Hospitals,0.746
661,13,Surgical Infection Prevention,0.746
3929,11,Government - Hospital District or Authority,0.746
6374,17,0 patients,0.746
8296,12,Yes,0.746
9334,10,Acute Care Hospitals,0.746
2401,12,Yes,0.746
3878,12,Yes,0.746
8270,10,Acute Care Hospitals,0.746
899,11,Voluntary non-profit - Other,0.746
3238,16,100%,0.746
3471,11,Proprietary,0.746
6407,13,Pneumonia,0.746
5548,10,Acute Care Hospitals,0.746
1544,12,No,0.746
7761,5,SAN FRANCISCO,0.746
1422,10,Acute Care Hospitals,0.746
6212,6,AR,0.746
8191,6,CA,0.746
7109,12,Yes,0.746
3775,12,Yes,0.746
4975,12,Yes,0.746
1721,12,Yes,0.746
8676,6,CA,0.746
3047,12,Yes,0.746
3660,10,Acute Care Hospitals,0.746
9960,10,Acute Care Hospitals,0.746
3512,10,Acute Care Hospitals,0.746
2947,12,Yes,0.746
211,12,Yes,0.746
7501,6,CA,0.746
2410,5,PHENIX CITY,0.746
9103,16,100%,0.746
7501,10,Acute Care Hospitals,0.746
1017,11,Government - Local,0.746
2635,10,Acute Care Hospitals,0.746
9193,12,Yes,0.746
202,12,Yes,0.746
8890,10,Acute Care Hospitals,0.746
4265,5,CHANDLER,0.746
4784,11,Voluntary non-profit - Other,0.746
9253,16,100%,0.746
4065,10,Acute Care Hospitals,0.746
6360,10,Critical Access Hospitals,0.746
8862,11,Voluntary non-profit - Other,0.746
6485,13,Pneumonia,0.746
6345,6,AR,0.746
2279,11,Proprietary,0.746
9500,5,PARADISE,0.746
5717,12,Yes,0.746
2372,5,RUSSELLVILLE,0.746
8821,11,Voluntary non-profit - Private,0.746
7874,12,Yes,0.746
7998,6,CA,0.746
3249,10,Acute Care Hospitals,0.746
5708,11,Proprietary,0.746
8532,11,Voluntary non-profit - Other,0.746
530,10,Acute Care Hospitals,0.746
3943,10,Acute Care Hospitals,0.746
9642,16,100%,0.746
2418,12,Yes,0.746
6641,5,BERRYVILLE,0.746
6905,10,Acute Care Hospitals,0.746
3734,12,Yes,0.746
2410,17,0 patients,0.746
1699,12,No,0.746
40,13,Surgical Infection Prevention,0.746
5712,6,AR,0.746
2796,12,Yes,0.746
4960,5,LITTLE ROCK,0.746
9022,12,Yes,0.745
926,12,Yes,0.745
5953,12,Yes,0.745
9247,5,LAGUNA BEACH,0.745
7171,13,Pneumonia,0.745
2784,11,Voluntary non-profit - Other,0.745
9913,13,Pneumonia,0.745
9192,13,Surgical Infection Prevention,0.745
3734,13,Surgical Infection Prevention,0.745
172,11,Government - Hospital District or Authority,0.745
3726,17,0 patients,0.745
5330,10,Acute Care Hospitals,0.745
6262,12,Yes,0.745
5727,12,Yes,0.745
6845,8,AMADOR,0.745
6408,13,Pneumonia,0.745
5614,8,ARKANSAS,0.745
1321,13,Pneumonia,0.745
5555,10,Acute Care Hospitals,0.745
1371,8,BALDWIN,0.745
233,12,Yes,0.745
7579,5,VALLEJO,0.745
7243,10,Acute Care Hospitals,0.745
8549,5,WOODLAND,0.745
9164,10,Acute Care Hospitals,0.745
3389,11,Voluntary non-profit - Other,0.745
3453,16,100%,0.745
9632,11,Voluntary non-profit - Other,0.745
4139,13,Surgical Infection Prevention,0.745
2815,12,Yes,0.745
7579,12,Yes,0.745
1025,10,Acute Care Hospitals,0.745
4229,5,TUCSON,0.745
6262,11,Government - Local,0.745
4035,6,AZ,0.745
8788,6,CA,0.745
5555,16,100%,0.745
583,10,Acute Care Hospitals,0.745
2278,5,GREENVILLE,0.745
7530,12,Yes,0.745
3586,6,AZ,0.745
7789,13,Surgical Infection Prevention,0.745
4138,12,Yes,0.745
9440,10,Acute Care Hospitals,0.745
1922,13,Surgical Infection Prevention,0.745
9806,10,Acute Care Hospitals,0.745
6681,11,Voluntary non-profit - Church,0.745
690,12,Yes,0.745
2815,16,0%,0.745
2973,12,Yes,0.745
5814,12,Yes,0.745
5278,5,MOUNTAIN HOME,0.745
7109,10,Acute Care Hospitals,0.745
5554,13,Surgical Infection Prevention,0.745
8267,16,100%,0.745
4292,6,AZ,0.745
9036,12,Yes,0.745
9629,10,Acute Care Hospitals,0.745
8660,10,Acute Care Hospitals,0.745
7644,12,Yes,0.745
2922,11,Government - Hospital District or Authority,0.745
7615,11,Voluntary non-profit - Other,0.745
8219,6,CA,0.745
7079,6,CA,0.745
4250,5,CHANDLER,0.745
5395,5,WEST MEMPHIS,0.744
7470,6,CA,0.744
9257,12,Yes,0.744
5826,13,Pneumonia,0.744
3586,11,Voluntary non-profit - Private,0.744
8962,13,Pneumonia,0.744
6378,6,AR,0.744
3663,13,Surgical Infection Prevention,0.744
5792,12,Yes,0.744
899,12,Yes,0.744
3804,12,Yes,0.744
3659,6,AZ,0.744
3644,16,100%,0.744
9227,16,100%,0.744
3089,11,Proprietary,0.744
202,5,BIRMINGHAM,0.744
3943,11,Government - Hospital District or Authority,0.744
1118,10,Acute Care Hospitals,0.744
662,5,WEDOWEE,0.744
7122,6,CA,0.744
5455,5,CAMDEN,0.744
7353,6,CA,0.744
4778,6,AZ,0.744
1260,12,No,0.744
6476,5,ARKADELPHIA,0.744
9928,5,PORTERVILLE,0.744
2765,3,ALASKA NATIVE MEDICAL CENTER,0.744
9920,2,05025F,0.744
176,11,Government - Hospital District or Authority,0.744
7552,11,Voluntary non-profit - Other,0.744
5510,12,Yes,0.744
5287,10,Acute Care Hospitals,0.744
7644,10,Acute Care Hospitals,0.744
9198,12,Yes,0.744
890,16,100%,0.744
8265,11,Proprietary,0.744
3389,13,Pneumonia,0.744
8490,10,Acute Care Hospitals,0.744
9464,11,Voluntary non-profit - Other,0.744
7857,11,Voluntary non-profit - Church,0.744
5824,5,EL DORADO,0.744
8477,11,Voluntary non-profit - Other,0.744
7702,10,Acute Care Hospitals,0.744
7352,12,Yes,0.744
9103,12,Yes,0.744
8893,10,Acute Care Hospitals,0.744
9510,12,Yes,0.744
2732,12,Yes,0.744
4697,17,0 patients,0.744
7434,11,Proprietary,0.744
4869,8,APACHE,0.744
4838,12,Yes,0.744
1034,12,Yes,0.744
430,10,Acute Care Hospitals,0.744
8686,12,Yes,0.744
6674,6,CA,0.744
1539,12,No,0.744
3111,11,Government - Local,0.744
6393,12,Yes,0.744
6025,11,Voluntary non-profit - Private,0.744
5613,16,100%,0.744
974,5,ENTERPRISE,0.744
288,10,Acute Care Hospitals,0.744
3983,6,AZ,0.744
1817,11,Voluntary non-profit - Private,0.744
3670,10,Acute Care Hospitals,0.744
6202,10,Critical Access Hospitals,0.744
1182,5,SCOTTSBORO,0.744
8171,5,LYNWOOD,0.744
8206,5,SACRAMENTO,0.744
1721,17,0 patients,0.744
8731,16,100%,0.744
8118,11,Voluntary non-profit - Private,0.744
126,12,Yes,0.744
1163,10,Acute Care Hospitals,0.744
1434,10,Acute Care Hospitals,0.744
4258,6,AZ,0.744
8278,11,Proprietary,0.744
1550,11,Government - State,0.743
6642,10,Critical Access Hospitals,0.743
8254,12,Yes,0.743
5467,16,100%,0.743
