ind,attr,val,expectation
4008,12,Yes,0.749
1042,10,Acute Care Hospitals,0.749
3901,5,SCOTTSDALE,0.749
3712,12,Yes,0.749
2861,10,Critical Access Hospitals,0.749
1042,5,DADEVILLE,0.749
6288,10,Critical Access Hospitals,0.749
9906,13,Heart Attack,0.749
5761,11,Voluntary non-profit - Private,0.749
8640,11,Voluntary non-profit - Other,0.749
1163,12,Yes,0.749
6113,11,Proprietary,0.749
8393,6,CA,0.749
8274,16,100%,0.749
4558,9,9284454860,0.749
4981,9,4793388000,0.749
8270,11,Proprietary,0.749
8303,6,CA,0.749
257,12,Yes,0.749
4266,12,No,0.749
6355,11,Voluntary non-profit - Private,0.749
6796,5,NAPA,0.749
5467,6,AR,0.749
6549,10,Critical Access Hospitals,0.749
5160,17,0 patients,0.749
3683,5,LAKE HAVASU CITY,0.749
6601,12,Yes,0.749
9510,16,100%,0.749
6145,15,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0.749
7874,12,Yes,0.749
8935,16,100%,0.749
8788,11,Voluntary non-profit - Private,0.749
1005,10,Acute Care Hospitals,0.749
6557,13,Pneumonia,0.749
1371,8,BALDWIN,0.749
2985,11,Voluntary non-profit - Other,0.749
8462,5,GLENDALE,0.749
8174,10,Acute Care Hospitals,0.749
4877,10,Childrens,0.749
6905,12,No,0.749
4587,13,Pneumonia,0.749
6485,12,Yes,0.749
5392,16,100%,0.749
9190,5,LONG BEACH,0.749
5953,12,Yes,0.749
400,5,PRATTVILLE,0.748
781,12,Yes,0.748
8731,16,100%,0.748
4138,6,AZ,0.748
6538,12,Yes,0.748
31,10,Acute Care Hospitals,0.748
6113,12,Yes,0.748
1817,10,Acute Care Hospitals,0.748
3247,13,Surgical Infection Prevention,0.748
6087,13,Surgical Infection Prevention,0.748
3552,12,Yes,0.748
9164,9,8313856000,0.748
3522,5,SUN CITY,0.748
8671,13,Pneumonia,0.748
2459,5,MONTGOMERY,0.748
9887,13,Pneumonia,0.748
9022,11,Voluntary non-profit - Church,0.748
3580,5,TUCSON,0.748
4989,11,Voluntary non-profit - Church,0.748
6745,11,Voluntary non-profit - Private,0.748
8701,11,Voluntary non-profit - Private,0.748
3283,12,Yes,0.748
6025,16,100%,0.748
7948,11,Voluntary non-profit - Private,0.748
6277,12,Yes,0.748
11,10,Acute Care Hospitals,0.748
4816,12,No,0.748
8496,11,Voluntary non-profit - Church,0.748
8270,12,No,0.748
6796,13,Surgical Infection Prevention,0.748
4258,10,Acute Care Hospitals,0.748
7103,6,CA,0.748
4100,11,Proprietary,0.748
3249,12,Yes,0.748
3300,10,Acute Care Hospitals,0.748
9906,18,CA_AMI-8A,0.748
8214,12,Yes,0.748
9022,16,100%,0.748
8267,5,LOS ANGELES,0.748
5851,11,Proprietary,0.748
6403,10,Critical Access Hospitals,0.748
6642,12,No,0.748
2247,11,Voluntary non-profit - Private,0.748
2260,10,Acute Care - VA Medical Center,0.748
8128,6,CA,0.748
6002,11,Voluntary non-profit - Private,0.748
3856,11,Government - Federal,0.748
2448,16,100%,0.748
7969,5,HUNTINGTON PARK,0.748
9154,12,Yes,0.748
4719,6,AZ,0.748
9193,10,Acute Care Hospitals,0.748
1723,12,Yes,0.748
3387,12,Yes,0.748
5727,13,Surgical Infection Prevention,0.748
3355,12,Yes,0.748
6202,5,WYNNE,0.748
9267,6,CA,0.748
7051,13,Surgical Infection Prevention,0.748
9718,12,Yes,0.748
1699,12,No,0.748
3389,11,Voluntary non-profit - Other,0.748
2252,16,100%,0.747
6487,9,8702452622,0.747
2779,11,Voluntary non-profit - Other,0.747
9500,5,PARADISE,0.747
3442,10,Acute Care Hospitals,0.747
7488,6,CA,0.747
3048,13,Surgical Infection Prevention,0.747
7126,6,CA,0.747
3238,11,Voluntary non-profit - Private,0.747
2522,6,LA,0.747
3850,9,9286747040,0.747
8684,5,PETALUMA,0.747
6036,10,Acute Care Hospitals,0.747
2847,11,Voluntary non-profit - Church,0.747
7171,16,100%,0.747
9461,10,Acute Care Hospitals,0.747
8214,11,Voluntary non-profit - Other,0.747
1844,13,Surgical Infection Prevention,0.747
6538,10,Critical Access Hospitals,0.747
2753,3,ALASKA NATIVE MEDICAL CENTER,0.747
1300,5,ASHLAND,0.747
7247,11,Proprietary,0.747
9453,6,CA,0.747
8303,13,Surgical Infection Prevention,0.747
7044,5,OROVILLE,0.747
3522,10,Acute Care Hospitals,0.747
1282,5,EUFAULA,0.747
9621,6,CA,0.747
4193,6,AZ,0.747
7702,6,CA,0.747
9629,10,Acute Care Hospitals,0.747
7336,5,LANCASTER,0.747
8319,11,Government - Hospital District or Authority,0.747
5438,11,Voluntary non-profit - Private,0.747
6723,6,CA,0.747
6534,4,#4 HOSPITAL DRIVE,0.747
8797,11,Voluntary non-profit - Private,0.747
9502,11,Voluntary non-profit - Private,0.747
6444,10,Critical Access Hospitals,0.747
9619,12,Yes,0.747
3657,10,Acute Care Hospitals,0.747
4768,10,Critical Access Hospitals,0.747
3481,6,AZ,0.747
5419,12,Yes,0.747
4925,12,Yes,0.747
4919,6,AR,0.747
4377,12,Yes,0.747
8174,5,LYNWOOD,0.747
6723,10,Acute Care Hospitals,0.747
9267,10,Acute Care Hospitals,0.747
2860,11,Voluntary non-profit - Church,0.747
9968,13,Surgical Infection Prevention,0.747
6845,12,Yes,0.747
5311,10,Acute Care Hospitals,0.747
7934,6,CA,0.747
3400,16,100%,0.747
419,12,No,0.747
4751,6,AZ,0.747
9166,10,Acute Care Hospitals,0.747
8856,6,CA,0.747
9578,5,GARDEN GROVE,0.747
139,11,Government - Federal,0.747
3929,6,AZ,0.747
1759,10,Acute Care Hospitals,0.747
2518,12,No,0.747
7051,11,Voluntary non-profit - Private,0.747
1927,13,Heart Attack,0.747
3089,13,Surgical Infection Prevention,0.747
8856,17,0 patients,0.747
9510,6,CA,0.747
4138,5,MESA,0.747
5123,13,Surgical Infection Prevention,0.746
6514,11,Voluntary non-profit - Private,0.746
4869,6,AZ,0.746
1817,12,Yes,0.746
4229,5,TUCSON,0.746
5706,11,Proprietary,0.746
3322,10,Acute Care Hospitals,0.746
4192,13,Surgical Infection Prevention,0.746
8948,11,Proprietary,0.746
4205,5,GOODYEAR,0.746
3663,11,Government - Hospital District or Authority,0.746
3913,5,SCOTTSDALE,0.746
9579,6,CA,0.746
6514,10,Critical Access Hospitals,0.746
7973,6,CA,0.746
2278,5,GREENVILLE,0.746
2624,12,Yes,0.746
979,10,Acute Care Hospitals,0.746
4100,12,Yes,0.746
3772,10,Acute Care Hospitals,0.746
8869,12,Yes,0.746
7241,11,Proprietary,0.746
9192,10,Acute Care Hospitals,0.746
7338,12,Yes,0.746
2542,11,Voluntary non-profit - Other,0.746
4065,5,TUCSON,0.746
4908,11,Voluntary non-profit - Private,0.746
662,10,Acute Care Hospitals,0.746
7365,13,Surgical Infection Prevention,0.746
2922,11,Government - Hospital District or Authority,0.746
3099,10,Acute Care Hospitals,0.746
6366,6,AR,0.746
7644,6,CA,0.746
3770,6,AZ,0.746
3983,5,PHOENIX,0.746
4551,12,No,0.746
8914,6,CA,0.746
4738,8,APACHE,0.746
2788,12,No,0.746
8362,10,Acute Care Hospitals,0.746
8835,6,CA,0.746
5894,5,LITTLE ROCK,0.746
7579,11,Voluntary non-profit - Other,0.746
8604,5,SAN BERNARDINO,0.746
4697,17,0 patients,0.746
3387,11,Voluntary non-profit - Other,0.746
4384,5,GILBERT,0.746
1927,5,TROY,0.746
2624,11,Voluntary non-profit - Private,0.746
6429,12,Yes,0.746
7854,6,CA,0.746
4675,5,DOUGLAS,0.746
5185,5,JONESBORO,0.746
2877,10,Critical Access Hospitals,0.746
4925,11,Voluntary non-profit - Private,0.746
2537,10,Critical Access Hospitals,0.746
3200,11,Voluntary non-profit - Other,0.746
2086,10,Acute Care Hospitals,0.746
7948,16,100%,0.746
9578,12,Yes,0.746
2036,5,HUNTSVILLE,0.746
8378,13,Surgical Infection Prevention,0.746
5154,10,Acute Care Hospitals,0.746
9918,6,CA,0.746
8070,6,CA,0.746
3950,11,Government - Hospital District or Authority,0.746
7376,17,0 patients,0.746
5392,12,Yes,0.746
1276,8,BARBOUR,0.746
3659,13,Surgical Infection Prevention,0.746
8206,16,100%,0.746
2372,13,Surgical Infection Prevention,0.746
7126,10,Acute Care Hospitals,0.746
9347,12,Yes,0.746
4675,13,Surgical Infection Prevention,0.746
8537,12,Yes,0.746
6403,17,0 patients,0.746
5638,16,100%,0.745
4292,12,Yes,0.745
4876,12,Yes,0.745
4718,9,9287376000,0.745
8788,9,9094275500,0.745
2330,17,0 patients,0.745
3944,11,Government - Hospital District or Authority,0.745
4558,5,PRESCOTT,0.745
502,12,Yes,0.745
4760,17,1 patients,0.745
3442,5,PHOENIX,0.745
3804,11,Government - Federal,0.745
7470,11,Government - Hospital District or Authority,0.745
8890,6,CA,0.745
899,11,Voluntary non-profit - Other,0.745
5812,16,100%,0.745
6307,10,Critical Access Hospitals,0.745
8662,6,CA,0.745
1821,11,Voluntary non-profit - Private,0.745
3983,12,Yes,0.745
1097,10,Acute Care Hospitals,0.745
9806,6,CA,0.745
5548,13,Pneumonia,0.745
8914,11,Voluntary non-profit - Church,0.745
6549,12,Yes,0.745
862,11,Voluntary non-profit - Private,0.745
6538,11,Voluntary non-profit - Church,0.745
8490,5,SAN JOSE,0.745
7432,12,Yes,0.745
947,11,Voluntary non-profit - Private,0.745
6832,11,Government - Local,0.745
8165,12,Yes,0.745
9464,6,CA,0.745
6845,5,JACKSON,0.745
6841,8,AMADOR,0.745
1092,11,Voluntary non-profit - Other,0.745
3047,12,Yes,0.745
3522,13,Pneumonia,0.745
1034,10,Acute Care Hospitals,0.745
7819,11,Voluntary non-profit - Private,0.745
2313,6,L,0.745
4193,12,No,0.745
5277,12,Yes,0.745
5123,11,Voluntary non-profit - Private,0.745
8701,6,CA,0.745
9350,12,Yes,0.745
3028,16,100%,0.745
2947,16,100%,0.745
1721,5,PRATTVILLE,0.745
9718,13,Surgical Infection Prevention,0.745
5966,9,8702621200,0.745
4869,13,Surgical Infection Prevention,0.745
1097,12,Yes,0.745
5638,10,Acute Care Hospitals,0.745
8676,10,Acute Care Hospitals,0.745
9913,12,No,0.745
6371,17,0 patients,0.745
3839,12,Yes,0.745
9465,13,Pneumonia,0.745
735,10,Acute Care Hospitals,0.745
7040,10,Acute Care Hospitals,0.745
4331,12,Yes,0.745
5613,17,1 patients,0.745
5405,12,Yes,0.745
5981,6,AR,0.745
1922,12,Yes,0.745
6212,12,Yes,0.745
4624,5,BENSON,0.745
4832,10,Critical Access Hospitals,0.745
6019,12,Yes,0.745
126,17,0 patients,0.745
3913,10,Acute Care Hospitals,0.745
6919,6,CA,0.745
4274,13,Heart Attack,0.745
5335,16,100%,0.745
3933,12,Yes,0.745
2580,11,Government - State,0.745
6025,12,Yes,0.745
4229,6,AZ,0.745
1601,10,Acute Care Hospitals,0.745
5966,6,AR,0.745
3057,10,Acute Care Hospitals,0.745
6333,10,Critical Access Hospitals,0.745
3398,11,Voluntary non-profit - Other,0.745
9522,12,Yes,0.745
4743,5,GANADO,0.745
9256,17,0 patients,0.745
1544,10,Acute Care Hospitals,0.745
7483,10,Acute Care Hospitals,0.745
1021,10,Acute Care Hospitals,0.745
1920,12,Yes,0.744
7352,11,Government - Hospital District or Authority,0.744
51,11,Government - Hospital District or Authority,0.744
8822,13,Surgical Infection Prevention,0.744
7595,5,VALLEJO,0.744
1723,10,Acute Care Hospitals,0.744
6408,10,Critical Access Hospitals,0.744
4265,6,AZ,0.744
2732,16,100%,0.744
2947,10,Acute Care Hospitals,0.744
4975,12,Yes,0.744
9257,6,CA,0.744
9253,16,100%,0.744
4816,10,Critical Access Hospitals,0.744
1974,16,100%,0.744
2985,10,Acute Care Hospitals,0.744
8630,11,Voluntary non-profit - Other,0.744
2635,10,Acute Care Hospitals,0.744
5197,12,Yes,0.744
6835,12,Yes,0.744
9750,10,Acute Care Hospitals,0.744
2477,5,MONTGOMERY,0.744
7068,10,Acute Care Hospitals,0.744
6706,16,100%,0.744
7126,11,Voluntary non-profit - Private,0.744
5814,5,EL DORADO,0.744
4129,12,Yes,0.744
5127,11,Voluntary non-profit - Private,0.744
7672,12,Yes,0.744
5521,11,Voluntary non-profit - Church,0.744
9546,9,7147741450,0.744
7858,5,OXNARD,0.744
5405,6,AR,0.744
7488,11,Voluntary non-profit - Church,0.744
9968,12,Yes,0.744
4434,16,100%,0.744
9036,5,WHITTIER,0.744
4876,11,Voluntary non-profit - Private,0.744
9019,12,Yes,0.744
5579,6,AR,0.744
2027,5,HUNTSVILLE,0.744
5359,6,AR,0.744
9050,18,CA_AMI-1,0.744
3525,11,Voluntary non-profit - Other,0.744
4377,11,Voluntary non-profit - Church,0.744
8513,10,Acute Care Hospitals,0.744
31,11,Government - Hospital District or Authority,0.744
5414,10,Acute Care Hospitals,0.744
3726,5,TUBA CITY,0.744
5947,11,Proprietary,0.744
1922,10,Acute Care Hospitals,0.744
9193,12,Yes,0.744
40,11,Government - Hospital District or Authority,0.744
7335,10,Acute Care Hospitals,0.744
8202,10,Acute Care Hospitals,0.744
3428,12,No,0.744
7338,10,Acute Care Hospitals,0.744
2861,11,Voluntary non-profit - Church,0.744
4760,12,No,0.744
6374,6,AR,0.744
8650,11,Voluntary non-profit - Other,0.744
5127,6,AR,0.744
126,11,Government - Federal,0.744
4593,13,Surgical Infection Prevention,0.744
6426,12,Yes,0.744
3389,13,Pneumonia,0.744
9198,12,Yes,0.744
4437,12,Yes,0.744
7230,16,100%,0.744
5613,9,8706733511,0.744
911,12,Yes,0.744
1260,11,Voluntary non-profit - Other,0.744
3515,5,SUN CITY,0.744
9117,12,Yes,0.744
648,10,Acute Care Hospitals,0.744
7109,6,CA,0.743
2247,12,Yes,0.743
5673,10,Acute Care Hospitals,0.743
2269,12,No,0.743
3047,11,Proprietary,0.743
5311,6,AR,0.743
1759,6,LA,0.743
3854,11,Government - Federal,0.743
492,12,Yes,0.743
7555,5,WALNUT CREEK,0.743
4706,12,Yes,0.743
9606,5,POMONA,0.743
7165,10,Acute Care Hospitals,0.743
3707,11,Government - Federal,0.743
8840,5,LOS ANGELES,0.743
1594,5,BREWTON,0.743
6366,16,100%,0.743
941,11,Voluntary non-profit - Private,0.743
8493,11,Voluntary non-profit - Church,0.743
4478,11,Proprietary,0.743
5953,11,Proprietary,0.743
9918,10,Acute Care - VA Medical Center,0.743
4384,16,100%,0.743
8929,11,Proprietary,0.743
3146,10,Acute Care Hospitals,0.743
