ind,attr,val,expectation
922,2,RIVERVIEW REGIONAL MEDICAL CENTER,0.611
711,2,COMMUNITY HOSPITAL INC,0.599
896,9,FAYETTE,0.62
667,10,2059344011,0.62
132,2,CRENSHAW COMMUNITY HOSPITAL,0.624
328,13,Yes,0.631
518,6,MONTGOMERY,0
500,8,35960,0
635,11,Acute Care Hospitals,0.668
28,12,Government - Hospital District or Authority,0.657
284,8,35007,0
160,12,Proprietary,0.624
449,2,ALASKA REGIONAL HOSPITAL,0.614
239,12,Voluntary non-profit - Church,0.618
343,10,3347935000,0.606
798,13,Yes,0.63
856,6,HAMILTON,0
878,11,Acute Care Hospitals,0.63
498,11,Acute Care Hospitals,0.614
141,7,AL,0.622
322,10,2562358900,0.602
552,9,MONTGOMERY,0.583
706,11,Acute Care Hospitals,0.609
253,9,CLARKE,0.631
164,17,100%,0.611
57,6,BOAZ,0
137,9,CRENSHAW,0.608
799,9,MADISON,0.643
294,11,Acute Care Hospitals,0.635
254,1,10015,0.635
52,13,Yes,0.642
222,9,DE KALB,0.612
588,13,Yes,0.644
73,9,LAUDERDALE,0.609
385,10,2514717110,0.592
337,17,100%,0.626
512,11,Acute Care Hospitals,0.623
291,8,35007,0
655,2,WEDOWEE HOSPITAL,0.63
452,3,2801 DEBARR ROAD,0.618
730,11,Acute Care Hospitals,0.631
573,7,AL,0.623
867,13,Yes,0.625
537,13,Yes,0.63
23,12,Government - Hospital District or Authority,0.624
27,2,SOUTHEAST ALABAMA MEDICAL CENTER,0.638
454,11,Acute Care Hospitals,0.63
563,10,3342938000,0.614
967,9,COFFEE,0.619
602,6,ELBA,0
939,2,GEORGIANA HOSPITAL,0.629
579,6,VALLEY,0
44,13,Yes,0.623
484,7,AL,0.612
361,1,10086,0.617
699,9,ELMORE,0.617
885,7,AL,0.616
491,8,36360,0
786,9,MADISON,0.617
917,10,2565435200,0.608
494,11,Acute Care Hospitals,0.614
94,8,35631,0
218,10,2058383122,0.632
245,1,10015,0.633
879,1,10045,0.608
781,1,10039,0.648
150,8,35640,0
693,9,ELMORE,0.643
262,10,3346366221,0.617
376,8,35594,0
869,12,Voluntary non-profit - Private,0.621
379,17,100%,0.627
950,11,Acute Care Hospitals,0.602
99,11,Acute Care Hospitals,0.615
757,6,ANDALUSIA,0
766,2,ANDALUSIA REGIONAL HOSPITAL,0.593
896,6,FAYETTE,0
367,8,35594,0
920,13,Yes,0.621
158,13,Yes,0.623
375,13,Yes,0.632
165,12,Proprietary,0.628
950,6,GEORGIANA,0
505,7,AL,0.62
961,6,ENTERPRISE,0
765,7,AL,0.644
904,2,RIVERVIEW REGIONAL MEDICAL CENTER,0.643
183,7,AL,0.644
82,1,10006,0.603
580,13,Yes,0.608
856,10,2059216200,0.6
698,2,COMMUNITY HOSPITAL INC,0.606
923,2,RIVERVIEW REGIONAL MEDICAL CENTER,0.632
414,18,125 patients,0.617
281,11,Acute Care Hospitals,0.625
514,9,CHEROKEE,0.607
68,9,MARSHALL,0.637
714,10,3342836541,0.602
849,11,Acute Care Hospitals,0.623
792,7,AL,0.614
357,7,AL,0.621
47,7,AL,0.631
475,6,OZARK,0
922,13,Yes,0.635
656,1,10032,0.61
429,8,35150,0
764,10,3342228466,0.638
267,11,Acute Care Hospitals,0.609
450,12,Proprietary,0.617
527,12,Voluntary non-profit - Church,0.636
158,8,35640,0
847,12,Voluntary non-profit - Private,0.6
387,7,AL,0.613
629,13,Yes,0.582
541,9,MONTGOMERY,0.602
387,10,2514717110,0.619
158,12,Proprietary,0.641
988,2,ST VINCENTS BLOUNT,0.614
222,12,Voluntary non-profit - Church,0.644
549,10,3342938000,0.629
486,6,OZARK,0
37,10,3347938701,0.6
458,9,JEFFERSON,0.629
414,11,Acute Care Hospitals,0.635
4,6,BIRMINGHAM,0
963,2,MEDICAL CENTER ENTERPRISE,0.617
43,7,AL,0.594
138,8,36049,0
214,1,10011,0.634
560,1,10024,0.598
593,7,AL,0.606
561,2,JACKSON HOSPITAL & CLINIC INC,0.591
705,1,10034,0.613
45,8,35957,0
248,12,Government - Federal,0.636
224,9,DE KALB,0.602
889,1,10045,0.61
78,9,LAUDERDALE,0.616
120,7,AL,0.632
403,7,AL,0.615
478,7,AL,0.589
228,9,DE KALB,0.597
783,11,Acute Care Hospitals,0.616
166,7,AL,0.623
325,9,CALHOUN,0.59
759,2,ANDALUSIA REGIONAL HOSPITAL,0.644
860,1,10044,0.599
213,6,BIRMINGHAM,0
634,9,LEE,0.611
51,7,AL,0.632
565,13,Yes,0.625
46,1,10005,0.614
314,12,Proprietary,0.612
675,13,Yes,0.629
66,10,2565938310,0.61
686,8,35233,0
697,6,TALLASSEE,0
239,9,DE KALB,0.62
268,8,36784,0
654,13,No,0.619
722,1,10035,0.65
419,13,No,0.619
466,9,JEFFERSON,0.608
217,12,Voluntary non-profit - Private,0.629
924,8,35901,0
14,1,10019,0.622
603,9,COFFEE,0.599
229,7,AL,0.632
752,10,3342228466,0.628
43,12,Government - Hospital District or Authority,0.583
99,7,AL,0.594
200,11,Acute Care Hospitals,0.628
655,6,WEDOWEE,0
333,13,Yes,0.603
214,11,Acute Care Hospitals,0.61
341,8,36305,0
680,8,35233,0
646,1,10032,0.594
114,12,Voluntary non-profit - Private,0.62
560,7,AL,0.624
357,12,Proprietary,0.637
244,2,DEKALB REGIONAL MEDICAL CENTER,0.622
887,7,AL,0.621
790,1,10039,0.628
159,17,100%,0.6
731,9,CULLMAN,0.612
918,9,ETOWAH,0.61
438,6,ANCHORAGE,0
312,6,ANNISTON,0
745,12,Proprietary,0.618
494,12,Voluntary non-profit - Private,0.643
723,9,CULLMAN,0.611
890,13,Yes,0.632
313,9,CALHOUN,0.659
163,12,Proprietary,0.603
387,14,Heart Attack,0.614
229,6,FORT PAYNE,0
407,8,36067,0
866,10,2059216200,0.628
700,10,3342836541,0.616
882,10,2059325966,0.603
89,6,FLORENCE,0
333,12,Proprietary,0.611
457,12,Government - Hospital District or Authority,0.64
