ind,attr,val,expectation
248,12,Government - Federal,0.634
889,1,10045,0.602
78,9,LAUDERDALE,0.603
120,7,AL,0.622
403,7,AL,0.632
478,7,AL,0.614
166,7,AL,0.62
783,11,Acute Care Hospitals,0.624
325,9,CALHOUN,0.612
759,2,ANDALUSIA REGIONAL HOSPITAL,0.631
860,1,10044,0.626
213,6,BIRMINGHAM,0
51,7,AL,0.603
634,9,LEE,0.635
565,13,Yes,0.612
46,1,10005,0.625
314,12,Proprietary,0.622
675,13,Yes,0.619
66,10,2565938310,0.633
686,8,35233,0
697,6,TALLASSEE,0
268,8,36784,0
654,13,No,0.639
722,1,10035,0.603
419,13,No,0.644
217,12,Voluntary non-profit - Private,0.637
924,8,35901,0
14,1,10019,0.601
603,9,COFFEE,0.633
229,7,AL,0.659
752,10,3342228466,0.602
99,7,AL,0.628
200,11,Acute Care Hospitals,0.631
655,6,WEDOWEE,0
333,13,Yes,0.636
214,11,Acute Care Hospitals,0.623
680,8,35233,0
646,1,10032,0.582
114,12,Voluntary non-profit - Private,0.638
560,7,AL,0.639
357,12,Proprietary,0.646
244,2,DEKALB REGIONAL MEDICAL CENTER,0.628
887,7,AL,0.629
731,9,CULLMAN,0.622
918,9,ETOWAH,0.636
438,6,ANCHORAGE,0
312,6,ANNISTON,0
494,12,Voluntary non-profit - Private,0.631
745,12,Proprietary,0.637
723,9,CULLMAN,0.612
890,13,Yes,0.618
313,9,CALHOUN,0.633
407,8,36067,0
229,6,FORT PAYNE,0
866,10,2059216200,0.612
700,10,3342836541,0.616
882,10,2059325966,0.615
333,12,Proprietary,0.627
457,12,Government - Hospital District or Authority,0.63
