17	3	1300 SOUTH MONTGOMERY AVENUE
17	4	Empty
17	5	Empty
17	6	SHEFFIELD
17	7	AL
17	8	35660
17	9	JEFFERSON
17	10	2563864556
17	11	Acuxe Care Hospixals
17	12	Government - Hospital District or Authority
17	13	Yes
17	14	Heart Failure
17	15	HF-2
17	16	Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
17	17	99%
17	18	149 patients
17	19	AL_HF-2
18	1	10019
18	2	HELEN KELLER MEMORIAL HOSPITAL
18	3	1300 SOUTH MONTGOMERY AVENUE
18	4	Empty
18	5	Empty
18	6	SHEFFIELD
18	7	AL
18	8	35660
18	9	JEFFERSON
18	10	2563864556
18	11	Acute Care Hospitals
18	12	Government - Hospital District or Authority
18	13	Yes
18	14	Heart Failure
18	15	HF-3
18	16	Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
18	17	92%
18	18	3x patients
18	19	AL_HF-3
19	1	10019
19	2	HELEN KELLER MEMORIAL HOSPITAL
19	3	1300 SOUTH MONTGOMERY AVENUE
19	4	Empty
19	5	Empty
19	6	SHEFFIELD
19	7	AL
19	8	35660
19	9	JEFFERSON
19	10	2563864556
19	11	Acute Care Hospitals
19	12	Government - Hospital District or Authority
19	13	Yes
19	14	Heart Failure
19	15	HF-4
19	16	Heart Failure Patients Given Smoking Cessation Advice/Counseling
19	17	100%
19	18	41 patients
19	19	AL_HF-4
20	1	10001
20	2	SOUTHEAST ALABAMA MEDICAL CENTER
20	3	1108 ROSS CLARK CIRCLE
20	4	Empty
20	5	Empty
20	6	DOTHAN
20	7	AL
20	8	36302
20	9	HOUSTON
20	10	3347938701
20	11	Acute Care Hospitals
20	12	Government - Hospital District or Authority
20	13	Yes
20	14	Heart Attack
20	15	AMI-1
20	16	Heart Attack Patients Given Aspirin at Arrival
20	17	98%
20	18	270 patients
20	19	AL_AMI-1
21	1	10001
21	2	SOUTHEAST ALABAMA MEDICAL CENTER
21	3	1108 ROSS CLARK CIRCLE
21	4	Empty
21	5	Empty
21	6	DOTHAN
21	7	AL
21	8	36302
21	9	HOUSTON
21	10	3347938701
21	11	Acute Care Hospitals
21	12	Government - Hospital District or Authority
21	13	Yes
21	14	Heart Attack
21	15	AMI-2
21	16	Heart Attack Patients Given Aspirin at Discharge
21	17	99%
21	18	516 patients
21	19	AL_AMI-2
22	1	10001
22	2	SOUTHEAST ALABAMA MEDICAL CENTER
22	3	1108 ROSS CLARK CIRCLE
22	4	Empty
22	5	Empty
22	6	DOTHAN
22	7	AL
22	8	36302
22	9	HOUSTON
22	10	3347938701
22	11	Acute Care Hospitals
22	12	Government - Hospital District or Authority
22	13	Yes
22	14	Heart Attaxk
22	15	AMI-3
22	16	Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
22	17	96%
22	18	71 patients
22	19	AL_AMI-3
23	1	10001
23	2	SOUTHEAST ALABAMA MEDICAL CENTER
23	3	1108 ROSS CLARK CIRCLE
23	4	Empty
23	5	Empty
23	6	DOTHAN
23	7	AL
23	8	36302
23	9	HOUSTON
23	10	3347938701
23	11	Acute Care Hospitals
23	12	Government - Hospxtal Dxstrxct or Authorxty
23	13	Yes
23	14	Hearx Axxack
23	15	AMI-4
23	16	Heart Attack Patients Given Smoking Cessation Advice/Counseling
23	17	100%
23	18	244 patients
23	19	AL_AMI-4
24	1	10001
24	2	SOUTHEAST ALABAMA MEDICAL CENTER
24	3	1108 ROSS CLARK CIRCLE
24	4	Empty
24	5	Empty
24	6	DOTHAN
24	7	AL
24	8	36302
24	9	HOUSTON
24	10	3347938701
24	11	Acute Care Hospitals
24	12	Government - Hospital District or Authority
24	13	Yes
24	14	Heart Attack
24	15	AMI-5
24	16	Heart Attack Patients Given Beta Blocker at Discharge
24	17	99%
24	18	441 patients
24	19	AL_AMI-5
25	1	10001
25	2	SOUTHEAST ALABAMA MEDICAL CENTER
25	3	1108 ROSS CLARK CIRCLE
25	4	Empty
25	5	Empty
25	6	DOTHAN
25	7	AL
25	8	36302
25	9	HOUSTON
25	10	334793870x
25	11	Acute Care Hospitals
25	12	Government - Hospital District or Authority
25	13	Yxs
25	14	Heart Attack
25	15	AMI-7A
25	16	Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
25	17	Empty
25	18	0 patients
25	19	AL_AMI-7A
26	1	10001
26	2	SOUTHEAST ALABAMA MEDICAL CENTER
26	3	1108 ROSS CLARK CIRCLE
26	4	Empty
26	5	Empty
26	6	DOTHAN
26	7	AL
26	8	36302
26	9	HOUSTON
26	10	3347938701
26	11	Acute Care Hospitals
26	12	Government - Hospital District or Authority
26	13	Yes
26	14	Heart Attack
26	15	AMI-8A
26	16	Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
26	17	72%
26	18	40 patients
26	19	AL_AMI-8A
27	1	10001
27	2	SOUTHEAST ALABAMA MEDxCAL CENTER
27	3	1108 ROSS CLARK CIRCLE
27	4	Empty
27	5	Empty
27	6	DOTHAN
27	7	AL
27	8	36302
27	9	HOUSTON
27	10	3347938701
27	11	Acute Care Hospitals
27	12	Government - Hospital District or Authority
27	13	Yes
27	14	Heart Failure
27	15	HF-1
27	16	Heart Failure Patients Given Discharge Instructions
27	17	78%
27	18	455 patients
27	19	AL_HF-1
28	1	10001
28	2	SOUTHEAST ALABAMA MEDICAL CENTER
28	3	1108 ROSS CLARK CIRCLE
28	4	Empty
28	5	Empty
28	6	DOTHAN
28	7	AL
28	8	36302
28	9	HOUSTON
28	10	3347938701
28	11	Acute Care Hospitals
28	12	Government - Hospital xistrict or Authority
28	13	Yes
28	14	Heart Failure
28	15	HF-2
28	16	Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
28	17	99%
28	18	514 patients
28	19	AL_HF-2
29	1	10001
29	2	SOUTHEAST ALABAMA MEDICAL CENTER
29	3	1108 ROSS CLARK CIRCLE
29	4	Empty
29	5	Empty
29	6	DOTHAN
29	7	AL
29	8	36302
29	9	HOUSTON
29	10	3347938701
29	11	Acute Care Hospitals
29	12	Government - Hospital District or Authority
29	13	Yes
29	14	Heart Failure
29	15	HF-3
29	16	Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
29	17	91%
29	18	165 patients
29	19	AL_HF-3
30	1	10001
30	2	SOUTHEAST ALABAMA MEDICAL CENTER
30	3	1108 ROSS CLARK CIRCLE
30	4	Empty
30	5	Empty
30	6	DOTHAN
30	7	AL
30	8	36302
30	9	HOUSTON
30	10	3347938701
30	11	Acute Care Hospitals
30	12	Government - Hospital District or Authority
30	13	Yes
30	14	Heart Failure
30	15	HF-4
30	16	Heart Failure Patients Given Smoking Cessation Advice/Counseling
30	17	100%
30	18	110 patients
30	19	AL_HF-4
31	1	10001
31	2	SOUTHEAST ALABAMA MEDICAL CENTER
31	3	1108 ROSS CLARK CIRCLE
31	4	Empty
31	5	Empty
31	6	DOTHAN
31	7	AL
31	8	36302
31	9	HOUSTON
31	10	3347938701
31	11	Acute Care Hospitals
31	12	Government - Hospital District or Authority
31	13	Yes
31	14	Pneumonia
31	15	PN-2
31	16	Pneumonia Patients Assessed and Given Pneumococcal Vaccination
31	17	93%
31	18	191 patients
31	19	AL_PN-2
32	1	10001
32	2	SOUTHEAST ALABAMA MEDICAL CENTER
32	3	1108 ROSS CLARK CIRCLE
32	4	Empty
32	5	Empty
32	6	DOTHAN
32	7	AL
32	8	36302
32	9	HOUSTON
32	10	3347938701
32	11	Acute Care Hospitals
32	12	Governmenx - Hospixal Disxricx or Auxhorixy
32	13	Yes
32	14	Pneumonia
32	15	PN-3B
32	16	Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
32	17	89%
32	18	125 patients
32	19	AL_PN-3B
33	1	10001
33	2	SOUTHEAST ALABAMA MEDICAL CENTER
33	3	1108 ROSS CLARK CIRCLE
33	4	Empty
33	5	Empty
33	6	DOTHAN
33	7	AL
33	8	36302
33	9	HOUSTON
33	10	3347938701
33	11	Acute Care Hospitals
33	12	Government - Hospital District or Authority
33	13	Yes
33	14	Pneumonia
33	15	PN-4
33	16	Pneumonia Patients Given Smoking Cessation Advice/Counseling
33	17	99%
33	18	107 patients
33	19	AL_PN-4
34	1	10001
34	2	SOUTHEAST ALABAMA MEDICAL CENTER
34	3	1108 ROSS CLARK CIRCLE
34	4	Empty
34	5	Empty
34	6	DOTHAN
34	7	AL
34	8	36302
34	9	HOUSTON
34	10	3347938701
34	11	Acute Care Hospitals
34	12	Government - Hospital District or Authority
34	13	Yes
34	14	Pneumonia
34	15	PN-5C
34	16	Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival
34	17	92%
34	18	196 patients
34	19	AL_PN-5C
35	1	10001
35	2	SOUTHEAST ALABAMA MEDICAL CENTER
35	3	1108 ROSS CLARK CIRCLE
35	4	Empty
35	5	Empty
35	6	DOTHAN
35	7	AL
35	8	36302
35	9	HOUSTON
35	10	3347938701
35	11	Acute Care Hospitals
35	12	Government - Hospital District or Authority
35	13	Yes
35	14	Pneumonia
35	15	PN-6
35	16	Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
35	17	80%
35	18	147 patients
35	19	AL_PN-6
36	1	10001
36	2	SOUTHEAST ALABAMA MEDICAL CENTER
36	3	1108 ROSS CLARK CIRCLE
36	4	Empty
36	5	Empty
36	6	DOTHAN
36	7	AL
36	8	36302
36	9	HOUSTON
36	10	3347938701
36	11	Acute Care Hospitals
36	12	Government - Hospital District or Authority
36	13	Yes
36	14	Pneumonia
36	15	PN-7
36	16	Pneumonia Patients Assessed and Given Influenza Vaccination
36	17	84%
36	18	160 patients
36	19	AL_PN-7
37	1	10001
37	2	SOUTHEAST ALABAMA MEDICAL CENTER
37	3	1108 ROSS CLARK CIRCLE
37	4	Empty
37	5	Empty
37	6	DOTHAN
37	7	AL
37	8	36302
37	9	HOUSTON
37	10	xx479x8701
37	11	Acute Care Hospitals
37	12	Government - Hospital District or Authority
37	13	Yes
37	14	Surgical Infection Prevention
37	15	SCIP-CARD-2
37	16	surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery
37	17	72%
37	18	79 patients
37	19	AL_SCIP-CARD-2
38	1	10001
38	2	SOUTHEAST ALABAMA MEDICAL CENTER
38	3	1108 ROSS CLARK CIRCLE
38	4	Empty
38	5	Empty
38	6	DOTHAN
38	7	AL
38	8	36302
38	9	HOUSTON
38	10	3347938701
38	11	Acute Care Hospitals
38	12	Government - Hospital District or Authority
38	13	Yes
38	14	Surgical Infection Prevention
38	15	SCIP-INF-1
38	16	surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
38	17	94%
38	18	399 patients
38	19	AL_SCIP-INF-1
39	1	10001
39	2	SOUTHEAST ALABAMA MEDICAL CENTER
39	3	1108 ROSS CLARK CIRCLE
39	4	Empty
39	5	Empty
39	6	DOTHAN
39	7	AL
39	8	36302
39	9	HOUSTON
39	10	3347938701
39	11	Acute Care Hospitals
39	12	Government - Hospital District or Authority
39	13	Yes
39	14	Surgical Infection Prevention
39	15	SCIP-INF-2
39	16	surgery patients who were given the  right kind  of antibiotic to help prevent infection
39	17	98%
39	18	405 patients
39	19	AL_SCIP-INF-2
40	1	10001
40	2	SOUTHEAST ALABAMA MEDICAL CENTER
40	3	1108 ROSS CLARK CIRCLE
40	4	Empty
40	5	Empty
40	6	DOTHAN
40	7	AL
40	8	36302
40	9	HOUSTON
40	10	3347938701
40	11	Acxte Care Hospitals
40	12	Government - Hospital District or Authority
40	13	Yes
40	14	Surgical Infection Prevention
40	15	SCIP-INF-3
40	16	surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
40	17	88%
40	18	385 patients
40	19	AL_SCIP-INF-3
41	1	10001
41	2	SOUTHEAST ALABAMA MEDICAL CENTER
41	3	1108 ROSS CLARK CIRCLE
41	4	Empty
41	5	Empty
41	6	DOTHAN
41	7	AL
41	8	36302
41	9	HOUSTON
41	10	3347938701
41	11	Acute Care Hospitals
41	12	Government - Hospital District or Authority
41	13	Yes
41	14	Surgical Infection Prevention
41	15	SCIP-INF-4
41	16	all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
41	17	96%
41	18	136 patients
41	19	AL_SCIP-INF-4
42	1	10001
42	2	SOUTHEAST ALABAMA MEDICAL CENTER
42	3	1108 ROSS CLARK CIRCLE
42	4	Empty
42	5	Empty
42	6	DOTHAN
42	7	AL
42	8	36302
42	9	HOUSTON
42	10	3347938701
42	11	Acute Care Hospitals
42	12	Government - Hospital District or Authority
42	13	Yes
42	14	Surgical Infection Prevention
42	15	SCIP-INF-6
42	16	surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream C not a razor)
42	17	90%
42	18	537 patients
42	19	AL_SCIP-INF-6
43	1	10001
43	2	SOUTHEAST ALABAMA MEDICAL CENTER
43	3	1108 ROSS CLARK CIRCLE
43	4	Empty
43	5	Empty
43	6	DOTHAN
43	7	xL
43	8	36302
43	9	HOUSTON
43	10	3347938701
43	11	Acute Care Hospitals
43	12	Gxvernment - Hxspital District xr Authxrity
43	13	Yes
43	14	Surgical Infection Prevention
43	15	SCIP-VTE-1
43	16	surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
43	17	86%
43	18	185 patients
43	19	AL_SCIP-VTE-1
44	1	10001
44	2	SOUTHEAST ALABAMA MEDICAL CENTER
44	3	1108 ROSS CLARK CIRCLE
44	4	Empty
44	5	Empty
44	6	DOTHAN
44	7	AL
44	8	36302
44	9	HOUSTON
44	10	3347938701
44	11	Acute Care Hospitals
44	12	Government - Hospital District or Authority
44	13	Yex
44	14	Surgical Infection Prevention
44	15	SCIP-VTE-2
44	16	patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
44	17	83%
44	18	184 patients
44	19	AL_SCIP-VTE-2
45	1	10005
45	2	MARSHALL MEDICAL CENTER SOUTH
45	3	2505 U S HIGHWAY 431 NORTH
45	4	Empty
45	5	Empty
45	6	BOAZ
45	7	AL
45	8	x5957
45	9	MARSHALL
45	10	2565938310
45	11	Acute Care Hospitals
45	12	Government - Hospital District or Authority
45	13	Yes
45	14	Heart Attack
45	15	AMI-1
45	16	Heart Attack Patients Given Aspirin at Arrival
45	17	80%
45	18	20 patients
45	19	AL_AMI-1
46	1	x0005
46	2	MARSHALL MEDICAL CENTER SOUTH
46	3	2505 U S HIGHWAY 431 NORTH
46	4	Empty
46	5	Empty
46	6	BOAZ
46	7	AL
46	8	35957
46	9	MARSHALL
46	10	2565938310
46	11	Acute Care Hospitals
46	12	Government - Hospital District or Authority
46	13	Yes
46	14	Heart Attack
46	15	AMI-2
46	16	Heart Attack Patients Given Aspirin at Discharge
46	17	60%
46	18	5 patients
46	19	AL_AMI-2
47	1	10005
47	2	MARSHALL MEDICAL CENTER SOUTH
47	3	2505 U S HIGHWAY 431 NORTH
47	4	Empty
47	5	Empty
47	6	BOAZ
47	7	xL
47	8	35957
47	9	MARSHALL
47	10	2565938310
47	11	Acute Care Hospitals
47	12	Government - Hospital District or Authority
47	13	Yes
47	14	Heart Attack
47	15	AMI-3
47	16	Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
47	17	100%
47	18	2 patients
47	19	AL_AMI-3
48	1	10005
48	2	MARSHALL MEDICAL CENTER SOUTH
48	3	2505 U S HIGHWAY 431 NORTH
48	4	Empty
48	5	Empty
48	6	BOAZ
48	7	AL
48	8	35957
48	9	MARSHALL
48	10	2565938310
48	11	Acute Care Hospitals
48	12	Government - Hospital District or Authority
48	13	Yes
48	14	Heart Attack
48	15	AMI-4
48	16	Heart Attack Patients Given Smoking Cessation Advice/Counseling
48	17	Empty
48	18	0 patients
48	19	AL_AMI-4
49	1	10005
49	2	MARSHALL MEDICAL CENTER SOUTH
49	3	2505 U S HIGHWAY 431 NORTH
49	4	Empty
49	5	Empty
49	6	BOAZ
49	7	AL
49	8	35957
49	9	MARSHALL
49	10	2565938310
49	11	Acute Care Hospitals
49	12	Government - Hospital District or Authority
49	13	Yes
49	14	Heart Attack
49	15	AMI-5
49	16	Heart Attack Patients Given Beta Blocker at Discharge
49	17	100%
49	18	5 patients
49	19	AL_AMI-5
50	1	10005
50	2	MARSHALL MEDICAL CENTER SOUTH
50	3	2505 U S HIGHWAY 431 NORTH
50	4	Empty
50	5	Empty
50	6	BOAZ
50	7	AL
50	8	35957
50	9	MARSHALL
50	10	2565938310
50	11	Acute Care Hospitals
50	12	Government - Hospital District or Authority
50	13	Yes
50	14	Heart Attack
50	15	AMI-7A
50	16	Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
50	17	Empty
50	18	0 patients
50	19	AL_AMI-7A
51	1	10005
51	2	MARSHALL MEDICAL CENTER SOUTH
51	3	2505 U S HIGHWAY 431 NORTH
51	4	Empty
51	5	Empty
51	6	BOAZ
51	7	xL
51	8	35957
51	9	MARSHALL
51	10	2565938310
51	11	Acute Care Hospitals
51	12	Government - Hospital District or Authority
51	13	Yes
51	14	Heart Attack
51	15	AMI-8A
51	16	Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
51	17	Empty
51	18	0 patients
51	19	AL_AMI-8A
52	1	10005
52	2	MARSHALL MEDICAL CENTER SOUTH
52	3	2505 U S HIGHWAY 431 NORTH
52	4	Empty
52	5	Empty
52	6	BOAZ
52	7	AL
52	8	35957
52	9	MARSHALL
52	10	2565938310
52	11	Acute Care Hospitals
52	12	Government - Hospital District or Authority
52	13	Yxs
52	14	Heart Failure
52	15	HF-1
52	16	Heart Failure Patients Given Discharge Instructions
52	17	78%
52	18	110 patients
52	19	AL_HF-1
53	1	10005
53	2	MARSHALL MEDICAL CENTER SOUTH
53	3	2505 U S HIGHWAY 431 NORTH
53	4	Empty
53	5	Empty
53	6	BOAZ
53	7	AL
53	8	35957
53	9	MARSHALL
53	10	2565938310
53	11	Acute Care Hospitals
53	12	Government - Hospital District or Authority
53	13	Yes
53	14	Heart Failure
53	15	HF-2
53	16	Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
53	17	99%
53	18	160 patients
53	19	AL_HF-2
54	1	10005
54	2	MARSHALL MEDICAL CENTER SOUTH
54	3	2505 U S HIGHWAY 431 NORTH
54	4	Empty
54	5	Empty
54	6	BOAZ
54	7	AL
54	8	35957
54	9	MARSHALL
54	10	2565938310
54	11	Acute Care Hospitals
54	12	Government - Hospital District or Authority
54	13	Yes
54	14	Heart Failure
54	15	HF-3
54	16	Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)
54	17	90%
54	18	69 patients
54	19	AL_HF-3
55	1	10005
55	2	MARSHALL MEDICAL CENTER SOUTH
55	3	2505 U S HIGHWAY 431 NORTH
55	4	Empty
55	5	Empty
55	6	BOAZ
55	7	AL
55	8	35957
55	9	MARSHALL
55	10	2565938310
55	11	Acute Care Hospitals
55	12	Government - Hospital District or Authority
55	13	Yes
55	14	Heart Failure
55	15	HF-4
55	16	Heart Failure Patients Given Smoking Cessation Advice/Counseling
55	17	94%
55	18	34 patients
55	19	AL_HF-4
56	1	10005
56	2	MARSHALL MEDICAL CENTER SOUTH
56	3	2505 U S HIGHWAY 431 NORTH
56	4	Empty
56	5	Empty
56	6	BOAZ
