ind,attr,val,expectation
950,MeasureName,surgery patients who were given the  right kind  of antibiotic to help prevent infection,0.762
655,HospitalType,Acute Care Hospitals,0.761
681,Address1,619 SOUTH 19TH STREET,0.761
751,CountyName,COVINGTON,0.761
800,CountyName,MADISON,0.761
607,PhoneNumber,3348972257,0.761
67,index,67,0.761
760,MeasureName,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,0.761
989,Address3,Empty,0.761
343,CountyName,HOUSTON,0.761
924,Address2,Empty,0.761
37,Sample,79 patients,0.761
274,Sample,169 patients,0.761
689,HospitalOwner,Government - State,0.761
938,Address3,Empty,0.761
288,Address3,Empty,0.761
815,EmergencyService,Yes,0.761
181,Address1,8000 ALABAMA HIGHWAY 69,0.761
159,index,159,0.761
949,CountyName,BUTLER,0.761
85,PhoneNumber,2567688400,0.761
361,ProviderNumber,100x6,0.761
702,Score,100%,0.761
213,Score,97%,0.761
946,Score,50%,0.761
125,City,LUVERNE,0.761
128,HospitalType,Acute Care Hospitals,0.761
841,ProviderNumber,10043,0.761
72,Address1,205 MARENGO STREET,0.761
325,Address2,Empty,0.761
424,PhoneNumber,2562495000,0.761
607,HospitalType,Acute Care Hospitals,0.761
524,Score,100%,0.761
397,EmergencyService,Yes,0.761
94,Sample,242 patients,0.76
96,Address1,702 N MAIN ST,0.76
495,City,CENTRE,0.76
811,Address2,Empty,0.76
31,EmergencyService,Yes,0.76
969,MeasureName,Pneumonia Patients Given Smoking Cessation Advice/Counseling,0.76
939,Sample,59 patients,0.76
764,Address1,849 SOUTH THREE NOTCH STREET,0.76
353,City,BIRMINGHAM,0.76
80,EmergencyService,Yes,0.76
408,PhoneNumber,3343614267,0.76
229,Address2,Empty,0.76
89,EmergencyService,Yes,0.76
812,HospitalType,Acute Care Hospitals,0.76
459,index,459,0.76
654,Score,100%,0.76
418,Address1,315 W HICKORY ST,0.76
399,index,399,0.76
27,Stateavg,AL_HF-1,0.76
838,Sample,4 patients,0.76
127,PhoneNumber,3343353374,0.76
189,MeasureName,surgery patients who were given the  right kind  of antibiotic to help prevent infection,0.76
498,CountyName,CHEROKEE,0.76
293,Score,97%,0.76
643,HospitalType,Acute Care Hospitals,0.76
325,Condition,Pneumonia,0.76
128,Address1,101 HOSPITAL CIRCLE,0.76
229,CountyName,DE KALB,0.76
664,PhoneNumber,2563572111,0.76
631,PhoneNumber,3347493411,0.76
731,EmergencyService,Yes,0.76
928,Address1,600 SOUTH THIRD STREET,0.76
152,HospitalOwner,Proprietary,0.76
107,Sample,64 patients,0.76
37,HospitalOwner,Government - Hospital District or Authority,0.76
697,EmergencyService,No,0.76
572,CountyName,CHAMBERS,0.76
354,HospitalOwner,Government - Hospital District or Authority,0.76
711,Sample,10 patients,0.76
452,HospitalType,Acute Care Hospitals,0.76
59,EmergencyService,Yes,0.76
577,HospitalType,Acute Care Hospitals,0.76
244,HospitalOwner,Voluntary non-profit - Church,0.76
996,CountyName,BLOUNT,0.76
88,Score,99%,0.76
336,Address1,4370 WEST MAIN STREET,0.76
623,PhoneNumber,3347493411,0.76
78,index,78,0.76
508,HospitalType,Acute Care Hospitals,0.759
904,Stateavg,AL_CAC-2,0.759
57,EmergencyService,Yes,0.759
868,Sample,97 patients,0.759
32,CountyName,HOUSTON,0.759
841,Address3,Empty,0.759
229,HospitalOwner,Voluntary non-profit - Church,0.759
962,Score,Empty,0.759
647,MeasureName,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0.759
313,PhoneNumber,2562358900,0.759
879,Address1,1653 TEMPLE AVENUE NORTH,0.759
612,Score,Empty,0.759
206,HospitalOwner,Voluntary non-profit - Private,0.759
817,PhoneNumber,2564944000,0.759
248,Score,Empty,0.759
401,CountyName,AUTAUGA,0.759
37,EmergencyService,Yes,0.759
781,Sample,135 patients,0.759
23,MeasureName,Heart Attack Patients Given Smoking Cessation Advice/Counseling,0.759
412,index,412,0.759
575,Sample,164 patients,0.759
216,HospitalType,Acute Care Hospitals,0.759
646,index,646,0.759
967,index,967,0.759
384,CountyName,MOBILE,0.759
981,Address1,150 GILBREATH DRIVE,0.759
276,Address1,1000 FIxST STxEET NOxTH,0.759
848,ZipCode,35045,0.759
850,Address2,Empty,0.759
930,Score,84%,0.759
720,CountyName,CULLMAN,0.759
185,CountyName,MARSHALL,0.759
121,MeasureName,Heart Attack Patients Given Aspirin at Discharge,0.759
900,Address1,1653 TEMPLE AVENUE NORTH,0.759
294,Address2,Empty,0.759
23,EmergencyService,Yes,0.759
371,Sample,45 patients,0.759
165,PhoneNumber,2567736511,0.759
959,index,959,0.759
320,EmergencyService,Yes,0.759
53,Address1,2505 U S HIGHWAY 431 NORTH,0.759
833,CountyName,CHILTON,0.759
92,index,92,0.759
811,index,811,0.759
482,Address3,Empty,0.759
812,PhoneNumber,2564944000,0.759
121,Address1,101 HOSPITAL CIRCLE,0.759
69,Address2,Empty,0.759
439,Address2,Empty,0.759
119,HospitalType,Acute Care Hospitals,0.759
319,Score,0%,0.759
703,Address2,Empty,0.759
965,Address1,400 N EDWARDS STREET,0.758
953,HospitalType,Acute Care Hospitals,0.758
583,PhoneNumber,3347561400,0.758
956,PhoneNumber,3343470584,0.758
618,Score,97%,0.758
145,Score,100%,0.758
232,CountyName,DE KALB,0.758
476,HospitalType,Acute Care Hospitals,0.758
939,HospitalName,GEORGIAxA HOSPITAL,0.758
129,Sample,8 patients,0.758
759,Stateavg,AL_SCIP-CARD-2,0.758
329,EmergencyService,Yes,0.758
923,HospitalType,Acute Care Hospitals,0.758
178,Sample,80 patients,0.758
261,HospitalOwner,Government - Federal,0.758
559,Address2,Empty,0.758
762,Score,99%,0.758
741,HospitalOwner,Government - Hospital District or Authority,0.758
114,EmergencyService,No,0.758
925,Score,95%,0.758
875,Address3,Empty,0.758
358,index,358,0.758
913,CountyName,ETOWAH,0.758
650,Address3,Empty,0.758
799,HospitalOwner,Government - Hospital District or Authority,0.758
295,index,295,0.758
844,index,844,0.758
283,Address3,Empty,0.758
279,Score,97%,0.758
493,HospitalType,Acute Care Hospitals,0.758
196,HospitalOwner,Voluntary non-profit - Private,0.758
554,HospitalOwner,Voluntary non-profit - Private,0.758
449,index,449,0.758
959,Sample,0 patients,0.758
333,Address2,Empty,0.758
491,CountyName,DALE,0.758
225,Address2,Empty,0.758
679,CountyName,JEFFERSON,0.758
964,Score,99%,0.758
278,index,278,0.758
519,EmergencyService,Yes,0.758
520,CountyName,MONTGOMERY,0.758
756,Address2,Empty,0.758
392,Score,89%,0.758
824,Sample,186 patients,0.758
166,City,HARTSELLE,0.758
368,Score,98%,0.758
133,Address1,101 HOSPITAL CIRCLE,0.758
115,MeasureName,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),0.758
34,Score,92%,0.758
895,Score,Empty,0.758
439,State,AK,0.758
782,City,HUNTSVILLE,0.758
398,EmergencyService,Yes,0.758
316,Address2,Empty,0.758
261,CountyName,CLARKE,0.757
826,Address1,1007 GOODYEAR AVENUE,0.757
170,Address1,8000 ALABAMA HIGHWAY 69,0.757
33,EmergencyService,Yes,0.757
86,index,86,0.757
102,PhoneNumber,3344x33541,0.757
993,HospitalOwner,Voluntary non-profit - Private,0.757
70,Address3,Empty,0.757
311,Address2,Empty,0.757
395,EmergencyService,Yes,0.757
422,CountyName,TALLADEGA,0.757
276,CountyName,SHELBY,0.757
907,CountyName,ETOWAH,0.757
371,Score,82%,0.757
540,Condition,Surgical Infection Prevention,0.757
625,EmergencyService,Yes,0.757
993,Score,83%,0.757
444,MeasureName,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,0.757
94,HospitalType,Acute Care Hospitals,0.757
599,Sample,2 patients,0.757
907,HospitalOwner,Proprietary,0.757
874,Sample,0 patients,0.757
503,HospitalType,Acute Care Hospitals,0.757
231,EmergencyService,Yes,0.757
889,Address2,Empty,0.757
810,index,810,0.757
117,index,117,0.757
150,EmergencyService,Yes,0.757
113,Address2,Empty,0.757
74,PhoneNumber,2567688400,0.757
242,Condition,Surgical Infection Prevention,0.757
197,HospitalType,Acute Care Hospitals,0.757
558,EmergencyService,Yes,0.757
995,HospitalOwner,Voluntary non-profit - Private,0.757
141,index,141,0.757
182,PhoneNumber,2565718000,0.757
954,Address2,Empty,0.757
309,Address1,1720 UNIVERSITY BLVD,0.757
293,Address1,1000 FIRST STREET NORTH,0.757
124,CountyName,CRENSHAW,0.757
536,Address1,2105 EAST SOUTH BOULEVARD,0.757
821,Address3,Empty,0.757
119,index,119,0.757
89,Score,99%,0.757
985,HospitalOwner,Voluntary non-profit - Private,0.757
824,HospitalOwner,Proprietary,0.757
797,Address3,Empty,0.757
170,HospitalOwner,Government - Hospital District or Authority,0.757
625,City,OPELIKA,0.757
577,Sample,38 patients,0.757
856,Address3,Empty,0.757
545,PhoneNumber,3342938000,0.757
983,HospitalOwner,Voluntary non-profit - Private,0.757
194,MeasureName,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,0.757
405,PhoneNumber,3343614267,0.757
391,CountyName,MOBILE,0.757
384,Address1,2451 FILLINGIM STREET,0.757
723,CountyName,CxLLMAN,0.757
55,HospitalOwner,Government - Hospital District or Authority,0.757
447,PhoneNumber,9072761131,0.757
928,Address3,Empty,0.757
359,Score,100%,0.757
360,Sample,1 patients,0.757
510,Address2,Empty,0.757
257,Address3,Empty,0.756
796,Sample,601 patients,0.756
600,Score,100%,0.756
449,HospitalOwner,Proprietary,0.756
478,Address2,Empty,0.756
56,Address2,Empty,0.756
196,CountyName,JEFFERSON,0.756
758,Address1,849 SOUTH THREE NOTCH STREET,0.756
513,HospitalOwner,Voluntary non-profit - Private,0.756
910,HospitalOwner,Proprietary,0.756
563,Address2,Empty,0.756
844,Address1,1010 LAY DAM ROAD,0.756
762,HospitalType,Acute Care Hospitals,0.756
528,HospitalOwner,Voluntary non-profit - Church,0.756
479,Address2,Empty,0.756
988,index,988,0.756
105,Score,100%,0.756
459,HospitalOwner,Government - Hospital District or Authority,0.756
739,Address3,Empty,0.756
286,EmergencyService,Yes,0.756
126,HospitalOwner,Government - Federal,0.756
581,Condition,Pneumonia,0.756
571,Address3,Empty,0.756
423,Address3,Empty,0.756
307,Sample,Empty,0.756
262,Score,Empty,0.756
155,Address1,201 PINE STREET NORTHWEST,0.756
419,CountyName,TALLADEGA,0.756
108,Score,100%,0.756
873,Score,87%,0.756
136,PhoneNumber,3343353374,0.756
949,index,949,0.756
177,PhoneNumber,2565718000,0.756
446,EmergencyService,Yes,0.756
302,Sample,Empty,0.756
160,Address1,201 PINE STREET NORTHWEST,0.756
780,Address2,Empty,0.756
409,EmergencyService,Yes,0.756
451,Sample,Empty,0.756
700,Score,100%,0.756
681,PhoneNumber,2059344011,0.756
882,Address1,1653 TEMPLE AVENUE NORTH,0.756
390,PhoneNumber,2514717110,0.756
634,EmergencyService,Yes,0.756
858,Address1,1256 MILITARY STREET SxUTH,0.756
564,City,MONTGOMERY,0.756
559,Sample,180 patients,0.756
175,CountyName,MARSHALL,0.756
90,Sample,439 patients,0.756
130,PhoneNumber,3343353374,0.756
845,Sample,2 patients,0.756
747,Score,Empty,0.756
683,HospitalType,Acute Care Hospitals,0.756
135,EmergencyService,Yes,0.756
590,HospitalType,Acute Care Hospitals,0.756
83,Sample,65 patients,0.756
940,Address2,Empty,0.756
708,Address1,805 FRIENDSHIP ROAD,0.756
909,HospitalType,Acute Care Hospitals,0.756
896,index,896,0.756
328,PhoneNumber,2562358900,0.756
80,PhoneNumber,2567688400,0.756
968,Sample,49 patients,0.756
444,Address3,Empty,0.756
646,Address2,Empty,0.756
278,CountyName,SHELBY,0.755
58,CountyName,MARSHALL,0.755
446,Address3,Empty,0.755
380,Address2,Empty,0.755
437,EmergencyService,Yes,0.755
796,PhoneNumber,2562651000,0.755
621,EmergencyService,Yes,0.755
462,index,462,0.755
861,index,861,0.755
569,Score,100%,0.755
896,CountyName,FAYExxE,0.755
18,EmergencyService,Yes,0.755
402,Sample,27 patients,0.755
797,EmergencyService,Yes,0.755
939,Address2,Empty,0.755
969,HospitalOwner,Proprietary,0.755
697,Address2,Empty,0.755
132,Address2,Empty,0.755
547,MeasureName,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0.755
885,Score,87%,0.755
576,PhoneNumber,3347561400,0.755
662,PhoneNumber,2563572111,0.755
250,Address1,33700 HIGHWAY 43,0.755
346,HospitalOwner,Proprietary,0.755
583,HospitalOwner,Voluntary non-profit - Other,0.755
401,HospitalOwner,Voluntary non-profit - Private,0.755
232,HospitalOwner,Voluntary non-profit - Church,0.755
678,Sample,247 patients,0.755
463,HospitalOwner,Government - Hospital District or Authority,0.755
247,Score,Empty,0.755
557,Address2,Empty,0.755
974,Address3,Empty,0.755
719,Address1,1912 ALABAMA HIGHWAY 157,0.755
385,Sample,0 patients,0.755
496,Address2,Empty,0.755
765,HospitalType,Acute Care Hospitals,0.755
84,CountyName,LAUDERDALE,0.755
517,CountyName,MONTGOMERY,0.755
760,HospitalOwner,Proprietary,0.755
165,index,165,0.755
298,Sample,Empty,0.755
626,State,AL,0.755
304,EmergencyService,Yes,0.755
143,PhoneNumber,3343353374,0.755
378,Address3,Empty,0.755
886,Address1,1653 TEMPLE AVENUE NORTH,0.755
579,Address1,4800 48TH ST,0.755
754,Address2,Empty,0.755
667,HospitalType,Acute Care Hospitals,0.755
482,HospitalType,Acute Care Hospitals,0.755
41,Address3,Empty,0.755
320,index,320,0.755
140,Address1,101 HOSPITAL CIRCLE,0.755
697,Address1,805 FRIENDSHIP ROAD,0.755
265,State,AL,0.755
339,EmergencyService,Yes,0.755
190,Address1,8000 ALABAMA HIGHWAY 69,0.755
965,Score,100%,0.755
355,CountyName,MARION,0.755
833,Sample,0 patients,0.755
150,index,150,0.755
942,index,942,0.755
144,CountyName,CRENSHAW,0.755
778,HospitalName,HUNTSVxLLE HOSPxTAL,0.755
514,index,514,0.755
296,Score,Empty,0.755
878,index,878,0.755
297,Address3,Empty,0.754
18,index,18,0.754
24,Address3,Empty,0.754
741,CountyName,CULLMAN,0.754
841,HospitalOwner,Voluntary non-profit - Private,0.754
42,EmergencyService,Yes,0.754
26,index,26,0.754
814,Address2,Empty,0.754
407,City,PRATTVILLE,0.754
581,EmergencyService,Yes,0.754
724,PhoneNumber,2567372000,0.754
775,Score,100%,0.754
869,Condition,Pneumonia,0.754
24,Sample,441 patients,0.754
133,HospitalType,Acute Care Hospitals,0.754
291,Score,93%,0.754
422,Score,77%,0.754
837,ProviderNumber,10043,0.754
34,Address3,Empty,0.754
278,Address2,Empty,0.754
281,EmergencyService,Yes,0.754
609,ProviderNumber,x0027,0.754
780,EmergencyService,Yes,0.754
260,Address2,Empty,0.754
446,Score,88%,0.754
919,Address1,600 SOUTH THIRD STREET,0.754
274,HospitalType,Acute Care Hospitals,0.754
821,State,AL,0.754
365,index,365,0.754
959,Address2,Empty,0.754
505,Address3,Empty,0.754
940,HospitalOwner,Voluntary non-profit - Private,0.754
513,Score,Empty,0.754
361,Score,Empty,0.754
777,PhoneNumber,2562651000,0.754
765,Address1,849 SOUTH THREE NOTCH STREET,0.754
977,PhoneNumber,3343470584,0.754
883,EmergencyService,Yes,0.754
378,PhoneNumber,2054877736,0.754
974,MeasureName,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,0.754
37,Score,72%,0.754
433,index,433,0.754
652,Score,100%,0.754
245,EmergencyService,Yes,0.754
544,Address3,Empty,0.754
500,Address1,400 NORTHWOOD DR,0.754
452,Address2,Empty,0.754
524,Address1,2105 EAST SOUTH BOULEVARD,0.754
364,Address1,1530xUxSxHIGHWAYx43,0.754
783,Address3,Empty,0.754
520,HospitalOwner,Voluntary non-profit - Church,0.754
249,HospitalOwner,Government - Federal,0.754
14,HospitalType,Acute Care Hospitals,0.754
96,HospitalOwner,Voluntary non-profit - Private,0.754
66,index,66,0.754
456,CountyName,JEFFERSON,0.754
206,Address1,50 MEDICAL PARK EAST DRIVE,0.754
62,HospitalType,Acute Care Hospitals,0.754
621,HospitalOwner,Government - Hospital District or Authority,0.754
830,City,CLANTON,0.754
703,Address1,805 FRIENDSHIP ROAD,0.754
335,MeasureName,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,0.754
938,Score,53%,0.754
572,HospitalType,Acute Care Hospitals,0.754
907,Score,100%,0.754
654,Address3,Empty,0.754
438,PhoneNumber,9072761131,0.754
506,Score,89%,0.754
519,HospitalOwner,Voluntary non-profit - Church,0.754
560,HospitalOwner,Voluntary non-profit - Private,0.754
31,Condition,Pneumonia,0.754
777,HospitalOwner,Government - Hospital District or Authority,0.754
495,HospitalType,Acute Care Hospitals,0.754
894,Address3,Empty,0.754
191,Address1,8000 ALABAMA HIGHWAY 69,0.754
317,Address1,301xEASTx18THxST,0.754
468,Address1,126 HOSPITAL AVE,0.754
825,Score,100%,0.754
509,Sample,Empty,0.754
28,CountyName,HOUSTON,0.754
680,Address1,619 SOUTH 19TH STREET,0.753
757,Address3,Empty,0.753
694,Address3,Empty,0.753
398,PhoneNumber,3343614267,0.753
204,CountyName,JEFFERSON,0.753
629,Address3,Empty,0.753
793,HospitalOwner,Government - Hospital District or Authority,0.753
733,Address1,1912 ALABAMA HIGHWAY 157,0.753
839,City,CLANTON,0.753
91,PhoneNumber,2567688400,0.753
488,Score,Empty,0.753
778,HospitalType,Acute Care Hospitals,0.753
895,CountyName,FAYETTE,0.753
678,index,678,0.753
508,HospitalOwner,Voluntary non-profit - Private,0.753
207,Address1,50 MEDICAL PARK EAST DRIVE,0.753
208,HospitalOwner,Voluntary non-profit - Private,0.753
51,HospitalOwner,Government - Hospital District or Authority,0.753
696,Sample,4 patients,0.753
738,HospitalOwner,Government - Hospital District or Authority,0.753
388,Score,98%,0.753
611,index,611,0.753
240,Sample,136 patients,0.753
249,Score,Empty,0.753
682,HospitalOwner,Government - State,0.753
708,HospitalOwner,Voluntary non-profit - Private,0.753
592,HospitalOwner,Voluntary non-profit - Other,0.753
551,HospitalOwner,Voluntary non-profit - Private,0.753
570,Address3,Empty,0.753
262,PhoneNumber,334x3xx221,0.753
286,Address3,Empty,0.753
399,Sample,75 patients,0.753
619,HospitalOwner,Government - Hospital District or Authority,0.753
141,PhoneNumber,3343353374,0.753
799,PhoneNumber,2562651000,0.753
84,HospitalOwner,Voluntary non-profit - Other,0.753
245,HospitalType,Acute Care Hospitals,0.753
458,HospitalType,Acute Care Hospitals,0.753
2,PhoneNumber,2053258100,0.753
771,EmergencyService,Yes,0.753
55,PhoneNumber,2565938310,0.753
529,Address1,2105 EAST SOUTH BOULEVARD,0.753
777,MeasureName,Children and their Caregivers Who Received a Home Management Plan of Care Document While Hospitalized for Asthma,0.753
322,index,322,0.753
189,HospitalType,Acute Care Hospitals,0.753
940,Sample,6 patients,0.753
398,Address3,Empty,0.753
517,Score,100%,0.753
211,Address2,Empty,0.753
282,EmergencyService,Yes,0.753
799,Address2,Empty,0.753
935,Score,60%,0.753
359,Address3,Empty,0.753
330,Address3,Empty,0.753
684,Address1,619 SOUTH 19TH STREET,0.753
802,Address1,101 SIVLEY RD,0.753
171,index,171,0.753
914,HospitalType,Acute Care Hospitals,0.753
454,CountyName,JEFFERSON,0.753
981,CountyName,BLOUNT,0.753
849,CountyName,CHILTON,0.753
766,Address2,Empty,0.753
696,HospitalType,Acute Cxre Hospitxls,0.753
681,Sample,357 patients,0.753
53,Address3,Empty,0.753
232,Address2,Empty,0.753
748,Sample,0 patients,0.753
85,Address3,Empty,0.753
194,Address2,Empty,0.753
713,EmergencyService,No,0.753
518,PhoneNumber,3342882100,0.753
200,EmergencyService,Yes,0.753
920,EmergencyService,Yex,0.753
639,CountyName,LEE,0.753
748,PhoneNumber,3342228466,0.753
446,index,446,0.753
846,Score,100%,0.753
440,Address3,Empty,0.753
621,Address2,Empty,0.753
913,Address2,Empty,0.753
966,CountyName,COFFEE,0.753
201,CountyName,JEFFERSON,0.753
354,Score,87%,0.753
169,index,169,0.753
488,index,488,0.753
939,HospitalOwner,Voluntary non-profit - Private,0.753
173,HospitalType,Acute Care Hospitals,0.753
366,EmergencyService,Yes,0.753
499,Address3,Empty,0.753
99,Score,100%,0.753
803,EmergencyService,Yes,0.753
541,Address3,Empty,0.753
319,EmergencyService,xes,0.753
35,CountyName,HOUSTON,0.753
809,CountyName,ETOWAH,0.753
414,Address1,15155 HIGHWAY 43,0.753
937,PhoneNumber,3343762205,0.753
68,PhoneNumber,2565938310,0.753
694,Address2,Empty,0.753
125,index,125,0.753
156,index,156,0.753
101,Address2,Empty,0.753
741,PhoneNumber,2567372000,0.753
918,EmergencyService,Yes,0.753
684,Score,69%,0.753
833,HospitalType,Acute Care Hospitals,0.752
462,Address1,1300 SOUTH MONTGOMERY AVENUE,0.752
313,HospitalType,Acute Care Hospitals,0.752
121,HospitalType,Acute Care Hospitals,0.752
256,Score,92%,0.752
283,MeasureName,Pneumonia Patients Given Smoking Cessation Advice/Counseling,0.752
832,ZipCode,35045,0.752
335,Address1,4370xWESTxMAINxSTREET,0.752
387,HospitalType,Acute Care Hospitals,0.752
315,HospitalType,Acute Care Hospitals,0.752
94,Score,92%,0.752
332,index,332,0.752
470,Address2,Empty,0.752
404,HospitalType,Acute Care Hospitals,0.752
618,Address2,Empty,0.752
